FN
648.07
648.13
648.52
648.16
648.25
648.38
648.87
648.97
649.32
648.93
649.03
649.24
648.59
648.85
649.03
648.82
649.27
649
648.74
649.2
649.17
648.37
648.81
649.06
648.67
648.45
648.13
648.49
648.52
647.88
647.82
647.8
647.87
647.4
647.53
646.67
646.55
646.71
646.42
646.86
646.06
645.87
645.93
645.07
645.21
645.05
644.97
645.18
645.38
645.05
644.48
645.36
644.8
644.69
644.58
644.71
643.63
644.52
644.25
644.54
644.7
645.19
644.57
644.77
645.27
644.87
645.5
645.19
645.61
645.84
646.24
645.86
645.81
645.75
646.45
646.56
646.64
646.45
645.86
646.71
647.33
646.21
646
647.13
645.92
646.46
646.85
646.17
645.99
645.84
645.71
645.79
646.05
645.89
645.58
645.92
645.54
645.76
645.95
645.25
645.3
645.4
646.18
645.72
645.93
646.55
646.56
646.58
646.2
646.55
645.88
645.36
645.05
644.39
644.64
644.13
644.05
644.32
643.96
643.89
642.44
642.94
642.09
642.12
642.12
642.27
643.11
642.56
642.45
643.2
643.92
644.47
644.4
645.26
644.66
646.06
646.5
646.77
647.99
648.83
649.5
650.47
650.47
651.33
652.19
652.44
652.7
653.79
653.48
653.49
653.57
654.03
654.15
654.44
654.88
654.13
653.93
654.03
654.06
653.81
653.04
653.37
652.88
653.17
652.14
652.43
651.09
651.61
650.56
650.06
650.01
648.41
647.67
647.46
646.42
645.7
645.39
644.47
644.01
642.93
642.93
641.2
641.02
640.14
639.83
638.67
637.33
636.94
635.87
635.49
634.68
633.62
633.48
632.54
631.55
630.45
630.51
628.76
629.01
627.92
627.27
626.58
625.67
625.35
624.39
623.37
623.22
621.61
619.98
618.59
618.09
615.81
613.93
613.23
610.87
608.59
605.98
604.94
602.22
599.49
596.41
594.48
591.2
588.43
585.43
581.98
578.46
574.83
572.09
567.68
564.51
559.9
556.19
552.23
547.34
543.6
538.92
534.5
530.18
526.09
521.42
517.01
512.88
509.49
505.19
501.41
498.37
495.52
492.63
489.97
486.85
484.7
481.76
479.92
477.72
476.39
474.55
473.24
472.63
472.03
470.7
469.84
468.91
467.94
467.07
465.54
466.43
464.87
464.48
464.09
463.87
463.96
463.75
464.3
465.97
466.86
469.01
471.18
472.71
474.57
476.14
476.63
475.69
475.56
475
474.85
474.81
474.61
474.85
474.73
474.61
474.56
472.96
471.95
470.49
467.94
466.34
466.25
465.43
464.45
464.19
465.18
465.11
465.38
465.59
465.14
464.46
462.84
462.18
462.02
462.85
463.56
464.79
467.08
469.53
469.75
471.16
471.17
470.41
471.45
471.11
473.06
474.17
474.97
475.7
475.69
475.04
472
469.78
466.89
464.75
461.78
460.05
457.64
456.55
454.32
451.32
448.64
446.73
444
442.36
441.38
440.29
438.43
436.17
435.16
432.5
430.45
427.53
425.06
421.07
417.56
414.16
410.16
408.12
405.96
404.57
405.46
406.82
410.72
414.43
419.45
424.79
429.84
435.18
440.39
445.35
449.34
452.98
456
457.89
460.2
461.41
463.22
465.08
466.6
469.8
472.28
474.89
478.76
482.94
486.31
490.32
494.24
498.13
502.17
506.16
509.94
514.26
517.35
521.35
524.55
526.97
529.94
532.97
537.54
542.29
547.82
552.85
559.6
565.82
572.63
578.33
582.47
588.27
592.36
596.26
601.53
607.12
613.05
617.84
623.72
628.5
634.01
639.53
645.26
652.11
658.31
664.63
672.77
680.38
689.27
695.93
701.06
707.38
712.4
717.21
723.35
730.1
737.9
745.56
754.91
764.26
771.93
778.66
785.22
794.33
802.46
805.96
811.02
818.21
825.04
829.44
832.95
838.2
843.61
847.26
849.88
854.11
859.66
864.82
868.95
874.46
880.8
886.23
892.77
899.08
907.17
913.81
919.88
925.92
932.02
938.99
945.25
951.56
958.64
964.38
970.84
977.92
984.21
990.89
997.36
1004.99
1011.77
1019.16
1026.18
1034.06
1040.98
1048.17
1055.98
1062.86
1070.35
1077.87
1084.19
1094.6
1104.21
1110.67
1117.13
1125.55
1135.69
1142.99
1148.86
1157.2
1165.94
1173.51
1180.09
1189.23
1197.71
1205.08
1212.39
1219.21
1226.37
1233.69
1240.11
1245.62
1251.59
1257.48
1263.03
1268.18
1274.34
1279.8
1286.38
1290.44
1294.61
1299.35
1302.81
1306.84
1309.36
1311.6
1313.34
1315.8
1316.84
1318.89
1319.16
1320.88
1321.73
1322.53
1323
1322.43
1321.97
1320.73
1318.96
1316.68
1315.21
1312.49
1310.13
1308.2
1306
1303.26
1301.24
1299.89
1297.25
1295.19
1293.04
1290.59
1286.92
1284.14
1281.44
1278
1275.4
1271.72
1268.81
1265.36
1262.46
1259.56
1257.3
1254.5
1251.19
1249.06
1246.48
1243.27
1239.89
1236.96
1232.86
1229.38
1224.79
1223.06
1220.43
1217.28
1213.83
1213.22
1211.51
1209.17
1207.58
1207.51
1206.33
1205.46
1204.9
1204.16
1204.24
1204.28
1204.68
1205.6
1207.01
1208.52
1211.07
1212.34
1213.74
1213.96
1215.04
1216.24
1217.15
1216.61
1217.61
1217.2
1216.93
1215.43
1215.82
1219.68
1222.3
1222.03
1219.95
1219.51
1220.43
1220.24
1218.97
1217.25
1217.69
1216.05
1215.02
1212.65
1212.72
1211.11
1208.65
1207.32
1206.5
1204.45
1202.09
1199.74
1197.53
1194.78
1191.49
1187.09
1183.54
1179.26
1174
1168
1162.29
1154.42
1147.85
1138.74
1128.98
1118.45
1105.64
1090.44
1074.79
1057.97
1038.78
1017.5
994.39
969.4
941.49
913.86
881.29
850
815.42
775.85
732.8
689.57
641.31
591.07
541.28
490.83
436.87
385.41
333.51
274.75
225.18
176.56
127.43
86.46
53.13
33.18
18.81
8.04
3.63
-1.58
4.45
-4.3
-7.4
0.4
-2.75
7.44
0.05
-3.93
2.65
-1.64
5.45
4.06
-1.53
-2.47
2.31
1.85
0.99
-5.79
-5.04
-1.39
3.33
3.71
-0.84
-1.14
-1.2
-0.18
-1.09
-0.19
-1.41
0.3
-2.32
-3.54
-0.61
1.74
1.38
-0.87
-0.48
0.36
-0.2
-0.64
-0.79
-1.57
1.3
2.16
0.31
-0.64
-2.66
-2.17
0.97
1.68
1.63
0.18
-0.77
-1.55
-1.37
-0.4
0.41
0.11
-0.15
-0.72
0.04
0.66
1.23
-0.07
-0.43
-1.56
-1.42
-0.49
0.5
1.21
0.73
0.73
-0.92
-1.04
-0.87
0.46
0.25
-0.09
0.05
-0.77
-0.5
-0.48
0.26
0.81
0.52
-0.35
-0.76
-0.41
-0.28
0.29
0.47
0.09
-0.01
-0.48
0.03
-0.38
-0.3
0.14
-0.04
-0.03
-0.36
-0.7
0.14
0.16
0.24
0.5
0.14
-0.61
-0.58
0.09
0.53
0.27
-0.07
0.14
-0.3
0.29
0.34
0.29
-0.38
0
0.03
0.55
-0.19
0.32
0.25
0.27
-0.14
0.21
0.01
0.27
0.37
-0.43
-0.02
-0.82
0.22
0.11
0.61
0.37
0.05
0.37
0.11
0.14
0.3
0.27
0
0.35
-0.17
0.21
0.53
0.27
-0.27
-0.12
-0.17
0.55
0.5
0.04
-0.12
-0.12
-0.23
-0.15
-0.21
-0.12
0.47
-0.06
-0.4
0.06
0.34
-0.3
0.13
-0.58
-0.43
0.21
-0.64
-0.06
-0.54
0.16
0.11
0.27
-0.51
-0.31
0.34
-0.61
0.08
0.37
0.55
-0.2
0.21
0.06
-0.13
0.06
0.6
-0.12
0.42
0.17
0.34
-0.25
-0.56
0.42
0.32
-0.41
-0.32
0.55
0.01
0.91
0.01
0.09
0.8
0.39
0.24
0.01
-0.2
0.26
0.37
0.01
0.48
0.29
0.25
6.33
44.99
196.13
566.56
528.99
493.16
640.65
814.63
751.64
681.84
824.6
777.97
620.04
695.82
684.83
710.77
808.81
1060.61
1198.58
1398.06
1196.76
1121.01
1106.85
1099.68
1110.48
1170.65
1335.49
1314.64
1410.85
1483.95
1495.79
1464.3
1392.21
1487.55
1591.65
1595.2
1620.48
1614.7
1678.41
1702.09
1661.03
1633.29
1646.03
1686.46
1721.62
1711.66
1670.64
1683.36
1726.49
1749.6
1711.34
1738.81
1784.05
1809.82
1818.05
1819.65
1831.1
1819.02
1809.62
1793.45
1779.39
1743.23
1715.07
1694.45
1690.79
1650.02
1583.96
1546.2
1532.51
1513.03
1473.27
1445.54
1440.43
1425.24
1385.32
1362.16
1358.2
1345.14
1317.49
1309.18
1313.85
1307.14
1273.56
1256.51
1254.54
1245.96
1223.31
1211.2
1212.02
1197.5
1175.15
1162.55
1161.15
1148.34
1135.49
1133.68
1127.74
1109.08
1093.07
1086.92
1082.6
1072.33
1059.4
1049.06
1037.79
1027.08
1017.48
1004.39
988.6
976.54
963.92
950.09
938.06
928.64
918.67
910.97
897.43
881.97
870.95
862.78
856.51
849.67
840.78
831.71
822.41
815.83
810.61
803.86
795.22
787.56
780.81
774
768.75
765.07
762.09
759.44
753.69
746.61
742.22
739.39
736.99
735.31
732.99
730.03
726.4
723.52
720.94
719.43
716.09
711.58
708.54
704.88
702.81
701.64
700.24
697.52
692.54
689.03
686.08
684.79
683.63
680.7
678.38
674.33
670.85
667.68
665.82
664.31
661.32
656.67
652.69
648.63
646.15
645.74
643.5
640.06
636.57
633.33
632.04
630.1
627.83
626.89
624.27
621.9
619.31
617.53
617.2
616.07
615.17
612.74
611.5
610.2
609.65
610.17
607.79
606.68
606.19
606.17
606.35
606.7
607.04
606.09
605.08
604.86
604.63
605.22
606.1
606.52
606.02
604.88
604.49
603.74
603.42
602.99
603.27
602.6
602.2
602.07
602.32
603.1
603.9
603.67
604.11
604.37
605.26
606.68
607.34
607.6
607.66
608.51
608.76
609.26
610.24
610.13
609.82
610.24
610.84
611.72
612.76
613.83
614.3
614.75
615.5
616.45
618.05
619.01
620.81
621.72
621.27
622.49
622.77
623.89
625
624.8
625.53
625.75
626.56
627.75
628.81
629.17
629.05
629.49
630.13
630.8
631.42
632.09
633.09
633.41
633.91
634.53
635.49
636.25
637.07
637.16
637.42
637.44
637.5
637.58
638.06
637.21
637.46
636.45
637
636.33
637.16
637.14
637.58
636.81
635.97
636.5
637.28
637.93
638.57
639.71
640.82
641.87
642.5
643.11
645.12
645.23
647.04
647.27
648.98
649.96
650.98
651.28
652.21
652.84
653.04
653.33
654.07
655.36
656.53
656.16
656.96
657.61
658.44
658.77
660.06
660.22
661.3
661.3
662.49
662.97
662.69
663.29
663.6
663.55
663.42
663.42
664.41
664.15
664.69
665.5
665.98
666.81
667.16
668.27
668.91
669.54
670.22
670.3
671.35
671.81
672.41
673.06
673.05
673.91
674.09
674.09
674.54
673.96
673.97
674.87
673.3
673.15
672.88
672.71
671.82
671.96
670.13
669.66
669.93
669.36
669.09
668.47
668.39
668.09
668.78
668.14
668.63
668.07
668.28
667.98
667.72
667.13
666.17
665.82
665.67
665.57
664.92
664.52
664.7
664.92
664.73
664.85
663.97
663.38
663.37
662.75
662.99
662.72
662.73
661.66
661.39
661.32
660.75
659.41
659.07
658.54
657.07
656.44
656.06
654.84
654.54
654.8
653.97
654.15
653.5
651.93
652.33
651.45
649.95
648.69
648.23
647.43
646.08
644.74
645.12
644.55
644.08
643.02
643.05
642.97
642.99
642.18
642.52
642.33
642.1
642.49
642.38
642.61
641.79
642.4
641.43
642.19
642.77
642.6
642.71
643.22
643.52
643.5
643.59
644.35
644.52
645.27
645.94
645.68
645.86
646.12
645.5
645.04
644.68
643.78
643.8
643.88
643.51
643.56
642.9
643.13
643.31
643.11
644.27
643.21
643.91
643.73
643.56
643.38
642.87
643.34
642.38
641.86
641.84
641.4
641.56
641.69
641.65
641.93
642.04
642.4
641.73
641.55
641.08
640.81
640.37
639.69
639.15
638.97
638.32
637.78
637.03
637.53
637.67
637.64
637.26
637.05
636.53
636.74
636.71
637.02
636.35
636.01
636.37
636.3
636.19
635.65
635.14
635.14
635.12
634.67
633.9
632.67
632.8
631.79
631.93
632.5
632.5
632.3
632.28
632.3
631.64
631.64
630.87
630.68
630.98
630.67
630.7
630.96
631.2
630.84
630.62
630.57
630.73
630.04
630.37
630.78
630.27
630.68
631.09
632.08
632.44
633.14
634.07
633.57
635.25
634.94
635.67
636.04
636.04
637.31
636.98
638.36
637.43
637.71
637.25
638.29
637.22
638.26
638.49
638.43
639.13
638.77
639.44
638.9
639.1
639.1
638.63
638.42
639.16
638.92
639.52
639.44
639.62
639.86
639.95
640.78
641.46
641.7
642.71
643.53
643.91
644.58
645.26
645.72
645.15
646.15
646.77
646.57
647.08
646.78
646.92
646.48
646.6
645.98
646.39
646.26
646.51
645.72
645.8
646.68
646.67
646.77
647.33
647.67
646.72
647.33
647.65
648.15
648.18
647.95
649.37
648.91
649.3
649.81
650.07
649.68
650.26
649.83
649.98
650.52
650.63
650.99
650.18
650.62
651.25
651.33
652.06
652.25
652.38
652.58
652.61
653.29
654.02
653.55
653.88
654
654.6
655.73
656.58
656.45
657.56
656.94
657.71
657.15
657.05
656.48
655.42
655.42
654.14
653.51
652.88
652.7
651.07
650.62
650.15
649.25
648.67
647.39
646.57
645.57
644.8
643.61
641.99
641.3
639.96
638.7
637.88
636.34
634.94
633.35
631.52
630.57
628.74
627.09
626.24
624.93
624.32
623.2
622.47
622.05
622.11
621.9
621.58
621.77
622.59
621.66
622.51
622.42
622.23
622.01
621.49
621.61
620.98
620.81
621.04
620.79
620.59
620.79
620.95
621.32
621.82
622.7
622.49
623.53
624.13
624.84
624.06
625.28
624.35
624.75
625.44
625.68
625.77
627.07
627.48
628.34
629.25
629.33
629.74
630.93
631.09
631.78
632.4
632.52
633.43
633.92
634.57
635.12
635.85
635.7
636.15
636.56
637.08
636.64
637.24
637.78
638.72
638.87
639.21
639.92
640.89
640.77
641.51
641.28
642.57
643.33
643.87
645.37
646.28
646.84
647.49
648.01
648.63
649.07
649.67
650.58
651.22
652.32
653.61
655.24
656.32
657.06
658.04
659.62
659.23
660.53
660.56
661.6
661.71
661.81
662.49
663.74
663.38
664.24
663.98
663.97
664.57
664.83
664.98
665.17
665.97
666.73
666.94
668.87
670.05
670.83
672.54
674.4
675.25
677.06
677.6
677.99
678.72
679.75
679.78
680.52
680.79
680.78
680.76
680.9
681.51
680.64
680.2
679.61
679.97
678.6
678.88
678.8
678.72
679.39
678.95
679.14
679.81
680.11
680.76
680.37
680.4
680.03
680.08
679.05
678.15
677.37
678.07
676.59
676.81
676.5
676.08
675.91
674.87
674.94
673.86
672.86
671.83
671.88
669.92
669.53
667.78
667.7
667.06
666.8
666.26
664.81
665.03
663.58
663.34
663.3
662.94
663.56
663.24
663.94
665.12
664.95
665.91
667.51
668.33
668.96
670.85
671.59
672.26
673.79
674.15
673.99
675.16
674.68
674.86
674.34
674.13
673.33
672.75
672.63
671.77
671.07
669.53
668.59
666.89
665.18
662.63
661.1
658.93
656.76
655.49
653.81
652.03
650.75
649.87
648.77
647.21
645.66
644.47
643.43
641.01
639.45
637.75
635.52
633.66
631.64
629.37
628.23
626.44
624.68
622.84
621.35
619.25
618.11
616.25
614.44
613.66
611.77
610.85
610.54
609.16
608.36
607.99
608.06
606.79
606.43
606.14
605.97
606.09
605.85
605.73
605.5
605.79
605.57
605.75
605.09
605.1
605.31
605.65
605.3
604.52
605.35
605.3
605.54
605.42
605.91
605.09
605.44
605.04
604.73
604.57
604.09
604.47
604.06
604.58
604.48
603.64
604.12
604.74
604.1
604.24
603.84
603.98
603.41
603.07
603.05
602.66
602.41
601.62
601.77
602.39
601.62
601.78
601.45
601.83
601.46
601.75
601.47
601.29
601.29
601.71
601
601.39
601.21
601.34
601.58
601.74
601.46
601.81
602.79
603.35
603.4
604.58
605.37
605.82
607.8
608.45
609.62
610.68
612.16
613.24
614.72
616.26
617.66
618.61
619.83
620.8
622.02
623.97
624.82
625.92
626.71
628.62
628.61
629.33
630.56
630.81
632.19
633.14
633.75
634.23
635.31
635.17
635.84
636.65
637.37
638.11
638.33
638.69
638.94
640.64
640.29
641.7
641.84
642.89
643.09
644.79
645.33
646
646.72
647.13
647.9
649.08
649.8
650.58
650.83
651.34
652.16
652.6
652.78
652.96
654.17
654.15
654.64
655.02
654.43
654.52
654.89
654.96
654.96
654.12
654.64
654.36
653.45
653.25
653.48
652.99
652.69
651.43
651.76
650.98
650.28
649.83
649.21
649.45
648.77
648.04
647.47
646.8
645.65
645.41
644.89
643.94
643.86
642.72
642.09
641.81
641.22
640.8
640.23
640.25
639.87
639.12
638.7
638.49
638.09
637.93
637.56
636.84
636.92
637.2
636.74
636.71
637.18
636.9
637.45
636.44
637.84
637.43
638.39
638.41
638.9
638.57
639.09
639.86
639.92
640.62
640.67
640.75
640.78
640.45
641.24
641.86
641.43
641.92
642.08
642.67
642.18
642.43
642.83
643.52
644.12
644.29
644.16
645.09
645.11
645.76
645.79
645.82
645.88
645.89
646.38
646.3
646.04
646.04
646.06
646.52
646.5
646
646.13
646.18
646.78
646.21
646.1
645.64
645.43
647.16
645.58
645.58
645.4
644.88
645.45
645.29
645.14
645.29
644.26
644.54
644.26
644.21
644.07
643.72
643.45
643.48
643.1
643.62
643.13
643.23
643.1
642.48
642.58
643.26
642.51
641.74
642.18
641.76
642.36
641.35
641.71
641.84
641.54
642.05
642.71
642.51
641.64
642.96
642.52
642.29
642.63
642.39
642.7
642.52
642.46
642.06
641.75
642.11
642.83
642.22
642.63
642.4
642.19
642.37
642.7
643.02
643.18
643.36
642.71
643.61
644.54
643.35
644.75
644.92
644.5
644.97
645.1
645.72
645.68
645.84
645.66
646.44
646.16
646.59
646.71
646.5
647.43
646.84
647.11
647.18
647.54
647.44
647.15
647.18
647.56
647.35
647.17
647.16
647.47
647.75
646.99
647.14
647.35
647.61
647.36
647.57
647.36
647.23
647.86
647.42
647.93
647.32
646.98
647.19
646.24
646.66
646.43
647.06
646.88
646.6
645.77
646.26
645.91
646.78
646.09
646.13
646.67
646.17
646.37
646.09
645.94
646.02
645.69
646.21
646.31
645.83
645.55
645.55
645.48
645.36
645.78
645.34
645.52
645.53
645.66
645.9
645.74
646.13
645.5
646.04
645.32
645.91
645.87
646.32
646.27
646.61
645.93
646.04
646.44
646.36
646.14
646.4
646.76
646.98
646.75
647.22
647.38
647.07
647.47
646.54
647.08
646.75
646.93
646.88
646.24
646.65
646.45
646.4
646.94
646.72
647.13
646.83
646.18
646.57
646.86
647.34
647.3
647.19
647.63
647.58
649.11
648.31
648.14
648.86
648.43
648.94
648.34
648.53
648.51
647.71
647.84
647.83
647.82
647.58
647.53
646.98
646.96
647.01
646.47
646.68
646.12
646.25
646.55
646.03
645.51
645.93
645.6
645.74
646.29
645.87
645.54
644.99
645.15
644.73
645.3
644.63
644.96
644.83
644.82
645.21
645.16
645.06
645.03
644.64
644.28
644.67
644.46
644.9
644.49
644.13
644.05
643.87
643.61
643.82
643.46
644.14
643.71
642.72
643.5
643.16
642.76
642.77
642.69
642.46
642.67
642.07
642.14
642.46
642.84
642.74
643.33
643.2
643.41
643.02
643.23
644
643.81
643.82
644.03
643.86
643.81
644.74
644.5
643.79
644.09
643.68
643.98
644.38
644.56
645.17
644.86
644.44
645.62
645.89
646.08
645.57
646.44
646.53
646.18
646.49
646.56
647.33
647.04
647.88
648.15
647.81
648.52
648.38
648.65
648.55
648.42
648.73
648.8
648.97
648.56
648.48
649.17
649.06
648.72
648.75
647.92
648.05
648.93
648.72
648.35
648.98
648.56
648.4
648.98
647.99
647.91
648.59
648.25
648.55
648.44
648.64
648.67
648.4
648.09
648.66
648.87
649.34
649.57
649.88
649.6
649.54
649.66
649.66
650.6
650.6
650.63
650.54
651.57
650.75
650.44
651.08
651.56
650.35
651.05
651.28
651.23
650.87
651.64
651.38
651.44
651.82
651.17
650.58
650.78
650.78
651.09
650.45
650.52
650.49
650.22
650.29
650.16
649.46
649.83
649.77
649.8
649.46
649.52
647.99
648.07
648.03
647.73
646.98
647.59
647.18
646.95
646.97
647.15
647.28
646.92
646.84
647.82
646.97
647.2
647.62
647.58
647.81
647.58
647.38
647.94
646.89
647.68
647.81
647.66
648.08
647.74
647.87
647.92
648.17
648.23
647.74
647.97
648.8
649.16
648.31
649.27
649.81
650.18
650.75
650.15
650.29
650.52
650.76
650.55
650.07
650.52
649.85
650.29
649.37
649.46
648.51
649.18
648.94
648.35
648.02
647.7
648.07
647.5
648.24
647.8
647.72
647.6
647.39
647.57
647.42
647.88
647.72
646.87
647.6
647.02
647.25
646.94
646.86
646.26
646.45
645.85
645.76
645.65
645.19
645.16
644.97
645.69
644.68
643.93
644.38
644.08
644.16
644.23
643.49
644.18
643.33
643.04
643.88
642.92
642.8
642.43
642.61
642.34
642.19
641.87
642.05
642.4
642.14
642.64
642.14
642.11
642.21
641.87
642.02
641.77
641.71
641.78
641.66
642.12
642.57
642.71
643.01
643.11
642.75
643.58
644.52
645.2
645.04
645.71
646.09
646.69
647.74
647.36
648.26
649.21
649.34
650.3
651.7
651.88
651.8
651.86
652.49
652.77
652.93
653.35
653.22
653.29
653.65
653.62
653.13
653.72
652.88
652.31
652.53
652.47
651.47
651.66
650.81
651.38
651.02
650.32
649.71
649.43
649.46
649.72
649.02
648.58
648.95
648.23
647.47
646.75
646.94
647.12
645.95
645.85
645.83
645.65
644.66
644.31
643.82
643.82
643.86
643.27
642.71
642.24
641.9
641
641.56
641.12
640.57
639.44
639.33
638.81
639.02
638.81
638.16
638.97
638.28
638.95
637.56
638.72
638.19
638.29
638.71
638.25
638.71
638.91
639.89
640.15
640.33
640.94
640.35
640.82
640.8
641.09
640.88
641.42
641.41
641.64
641.46
641.43
642.58
642.27
641.32
641.83
642.12
641.85
642.03
641.83
641.97
642.35
642.33
641.62
642.01
641.96
642.06
641.98
642.52
641.57
640.59
641.32
641.58
640.93
641.37
641.01
640.88
640.54
640.1
640.68
640.61
639.55
640.39
640.61
640.05
639.22
639.84
639.35
639.28
638.62
638.7
639.03
639.37
638.65
639.52
640.19
640.41
640.74
641.36
641.9
641.62
641.34
642.84
643.2
642.75
643.98
643.63
644.47
644
644.1
643.98
645.03
645.03
644.67
645.24
644.75
645.7
644.67
645.35
645.68
646.46
645.37
645.73
646.95
646.64
646.91
647.44
647.85
648.29
648.35
649.09
648.86
649.38
649.84
649.86
650.36
651.65
651.52
652.42
652.42
653.33
653.98
653.84
653.9
654.43
654.54
653.79
653.97
655.26
654.62
654.87
654.38
654.07
654
654.31
653.09
653.28
652.79
652.68
652.45
651.96
651.91
651.8
651.13
650.96
650.65
650.54
650.02
650.05
649.9
649.67
648.84
649.81
648.77
648.55
648.58
648.25
648.25
648.82
647.9
647.62
647.87
647.56
647.95
648.03
647.57
647.15
647.45
647.48
647.41
647.14
646.89
646.78
646.92
646.6
646.33
646.43
646.7
646.82
647.29
646.41
646.91
646.87
646.83
646.29
645.9
646.13
646.33
646.01
646.66
645.5
646.05
646.67
645.96
646.57
645.96
646.24
645.59
646.08
646.13
645.87
646.19
646.12
645.04
645.28
646.45
646.47
646.48
647.09
646.04
646.58
646.38
646.27
646.34
646.11
646.32
646.36
646.25
646.3
645.75
646.16
646.81
646.14
645.73
646.14
645.53
645.75
645.23
645.23
645.62
645.41
645.29
645.59
645.89
645.62
646.07
645.43
644.96
645.58
645.86
645.76
646.36
645.94
646.1
645.39
