PacketCounter,Time(ms),x,y,z,Gyr_X,Gyr_Y,Gyr_Z
304,64467.475,-0.513779581,8.833313474,7.679459095,-0.468855768,-3.389211893,-0.346957654
305,64475.808,-0.515421927,8.875195036,7.637713909,-0.785678208,-3.950598478,-0.78350091
306,64484.141,-0.495841682,8.773796091,7.647843838,-0.86436528,-4.267524242,-1.284054399
307,64492.474,-0.600531161,8.763746748,7.59823513,-0.906756699,-4.82924366,-1.287179112
308,64500.807,-0.630353808,8.767625818,7.579833508,-0.93462497,-4.805524826,-1.282286882
309,64509.14,-0.731936574,8.791899214,7.580367088,-0.646464884,-4.471515656,-1.132802367
310,64517.473,-0.751590788,8.82704688,7.664275169,-0.541267276,-4.253640652,-0.908344865
311,64525.806,-0.749098003,8.901569853,7.701439381,-0.794207811,-4.264117241,-0.799151421
312,64534.139,-0.688610256,8.96332694,7.686122417,-1.068459272,-3.426095963,-0.672540128
313,64542.472,-0.616517961,8.987632761,7.770059586,-1.838192582,-2.592941761,-0.752815127
314,64550.805,-0.631615698,9.017454633,7.768434525,-2.124175787,-1.81839323,-1.001222134
315,64559.138,-0.657307804,8.999369154,7.772083759,-2.385313034,-0.899226189,-1.265253663
316,64567.471,-0.686350405,8.919248113,7.782417297,-2.588408232,-0.380153716,-1.767241478
317,64575.804,-0.657376945,8.883580694,7.806243896,-2.704568863,-0.145219907,-2.085933924
318,64584.137,-0.665236294,8.859294424,7.800352573,-2.725546837,0.012294833,-2.573807955
319,64592.47,-0.63330555,8.845370779,7.814718723,-2.576061726,-0.17979911,-2.943446875
320,64600.803,-0.607175767,8.838784227,7.796142101,-2.647627592,-0.458789319,-2.886429548
321,64609.136,-0.583904624,8.855853567,7.769136429,-2.847982645,-0.480279684,-3.019828558
322,64617.469,-0.605341196,8.896568308,7.744359016,-2.910097599,-0.764981925,-3.076615334
323,64625.802,-0.621803463,8.899876127,7.771261692,-2.97838521,-0.889287889,-2.954486609
324,64634.135,-0.67520678,8.89134551,7.753993988,-3.256299019,-1.136567712,-2.91488719
325,64642.468,-0.726148665,8.876470098,7.77864933,-3.462340593,-1.459332705,-2.918037891
326,64650.801,-0.799034774,8.881486902,7.776259422,-3.614873409,-1.646726489,-2.957048416
327,64659.134,-0.834100723,8.916623602,7.846976757,-3.975316048,-1.828894854,-3.157582283
328,64667.467,-0.859571099,8.957153806,7.938506603,-4.357070923,-2.25106883,-3.243569374
329,64675.8,-0.873856127,8.99012948,7.984678745,-4.595693111,-2.419892073,-3.664155006
330,64684.133,-0.908495009,8.996075163,7.994439125,-4.72355938,-2.417791843,-4.255536556
331,64692.466,-0.944441736,9.019893655,8.04692173,-4.462499142,-2.277041435,-4.831369877
332,64700.799,-1.007627487,9.054316053,8.046988487,-3.992631912,-2.134216547,-5.019224644
333,64709.132,-1.071114659,9.070402155,8.054656982,-3.585314512,-1.896081209,-4.832036495
334,64717.465,-1.097636461,9.080103407,8.074559212,-2.883228064,-1.707201719,-4.426178455
335,64725.798,-1.106114507,9.025888929,8.056270599,-2.460337162,-1.682714462,-3.813767672
336,64734.131,-1.09289217,9.018301019,8.094381332,-2.346276999,-1.485894799,-3.167187452
337,64742.464,-1.030247092,9.067770967,8.068556786,-2.078172445,-1.360436082,-2.69811368
338,64750.797,-0.988810778,9.063737402,8.061800003,-2.332701206,-0.992385089,-2.479393959
339,64759.13,-1.0164994,9.101152906,8.075569153,-2.35936594,-0.624257386,-2.45173049
340,64767.463,-1.08733809,9.117158899,8.09897995,-2.500448942,-0.294115454,-2.691940784
341,64775.796,-1.155295372,9.147279272,8.028589249,-2.488691807,-0.003726871,-2.782691717
342,64784.129,-1.169317126,9.106702814,8.011611938,-2.438539267,0.399530858,-3.045109987
343,64792.462,-1.189242959,9.050987253,7.99139452,-2.233215809,0.507597327,-3.567153931
344,64800.795,-1.147700906,9.032392034,7.96894598,-2.056041956,0.592867076,-3.960665464
345,64809.128,-1.03808856,9.029061804,7.962893486,-1.296349287,0.604291081,-4.401332378
346,64817.461,-0.982858121,9.044573316,7.997029781,-0.610476851,0.605930388,-4.26088953
347,64825.794,-1.050747871,9.025709638,8.003130913,-0.13464123,0.775317192,-3.561876774
348,64834.127,-1.118132114,9.033878336,8.028031349,0.077124462,0.976901293,-2.821497917
349,64842.46,-1.097930908,9.060106287,8.029637337,0.434443027,1.008560419,-2.208395243
350,64850.793,-1.064187169,9.017927656,7.966756344,0.304758161,1.325869679,-1.547932148
351,64859.126,-1.034927368,8.942768106,7.926382065,0.123665541,1.480170012,-0.937570691
352,64867.459,-0.969195902,8.915814886,7.89027977,-0.172499061,1.415314555,-0.848023295
