Time,x,y,z
0.8125,0.6389065,5.86,0.5695121
0.817307692,0.6125845,6.09,0.6125845
0.822115385,0.5814767,6.36,0.57429796
0.826923077,0.5312256,6.30,0.66044265
0.831730769,0.5072965,6.50,0.57669085
0.836538462,0.48336744,6.62,0.5360114
0.841346154,0.4450809,6.80,0.46901
0.846153846,0.4139731,6.80,0.43550926
0.850961538,0.41875893,6.75,0.416366
0.855769231,0.48576033,6.65,0.50968945
0.860576923,0.66283554,6.51,0.42833054
0.865384615,0.6652284,6.75,0.48097453
0.870192308,0.7609448,6.78,0.45943835
0.875,0.83751786,7.21,0.4785816
0.879807692,0.93802,7.44,0.36611494
0.884615385,1.0768087,7.61,0.22254045
0.889423077,1.2155973,7.54,0.21775463
0.894230769,1.3184924,7.59,0.2656128
0.899038462,1.3615648,7.66,0.208183
0.903846154,1.380708,7.91,0.24886245
0.908653846,1.4189945,8.17,0.16271774
0.913461538,1.3208853,8.37,0.14357449
0.918269231,1.483603,8.29,0.22493336
0.923076923,1.380708,8.10,0.24886245
0.927884615,1.328064,8.01,0.36611494
0.932692308,1.2395264,8.16,0.3230426
0.9375,1.1055236,8.28,0.2943277
0.942307692,1.0648441,8.54,0.2368979
0.947115385,0.8997334,9.09,0.2057901
0.951923077,0.8279462,9.68,0.2392908
0.956730769,0.7346228,9.90,0.23211208
0.961538462,0.70830077,9.68,0.28714898
0.966346154,0.6652284,9.78,0.30629224
0.971153846,0.5934412,10.01,0.27518442
0.975961538,0.59583414,10.26,0.3278284
0.980769231,0.677193,10.74,0.3828653
0.985576923,0.6101916,10.75,0.34218585
0.990384615,0.6221561,11.38,0.33979294
0.995192308,0.64369226,11.38,0.31107804
1,0.66044265,11.90,0.27039862
1.004807692,0.60540575,12.56,0.36611494
1.009615385,0.56711924,12.76,0.46183127
1.014423077,0.5527618,12.70,0.48576033
1.019230769,0.5360114,13.08,0.35893622
1.024038462,0.52165395,13.07,0.27279153
1.028846154,0.54079723,13.23,0.14118157
1.033653846,0.4498667,13.29,0.09810923
1.038461538,0.43550926,13.33,0.0598227
1.043269231,0.39004403,13.47,0.08135887
1.048076923,0.37329367,13.96,0.1483603
1.052884615,0.3852582,14.25,0.067001425
1.057692308,0.3254355,14.71,-0.088537596
1.0625,0.31347096,15.34,-0.10289505
1.067307692,0.31347096,15.69,-0.18664683
1.072115385,0.25604117,15.64,-0.24646953
1.076923077,0.24646953,15.43,-0.21057591
1.081730769,0.28236315,15.41,-0.25604117
1.086538462,0.27279153,15.47,-0.22732627
1.091346154,0.30389932,15.44,-0.20100428
1.096153846,0.3278284,15.50,-0.13878867
1.100961538,0.2967206,15.11,-0.15793194
1.105769231,0.3326142,15.63,-0.16271774
1.110576923,0.37090075,15.48,-0.20339718
1.115384615,0.39961565,15.65,-0.22732627
1.120192308,0.33979294,15.84,-0.20339718
1.125,0.416366,16.06,-0.25604117
1.129807692,0.45225963,15.83,-0.18664683
1.134615385,0.4737958,15.30,-0.26082698
1.139423077,0.66283554,14.81,-0.22254045
1.144230769,0.34936458,15.26,-0.19621846
1.149038462,0.39482984,15.75,-0.21536173
1.153846154,0.4785816,16.41,-0.19861138
1.158653846,0.54558307,16.85,-0.18186101
1.163461538,0.5527618,17.55,-0.21775463
1.168269231,0.5838696,18.34,-0.20339718
1.173076923,0.6389065,19.32,-0.2392908
1.177884615,0.6269419,19.54,-0.25604117
1.182692308,0.67001426,18.16,-0.2584341
1.1875,0.70112205,16.31,-0.2584341
1.192307692,0.67001426,19.48,-0.26082698
1.197115385,0.68915755,22.85,-0.25125536
1.201923077,0.7059079,22.68,-0.13639577
1.206730769,0.71787244,21.66,-0.067001425
1.211538462,0.6125845,22.37,-0.045465253
1.216346154,0.6101916,22.98,-0.002392908
1.221153846,0.70112205,24.35,0.09571633
1.225961538,0.5049036,22.21,0.067001425
1.230769231,0.5312256,20.07,0.08614469
1.235576923,0.66283554,17.37,0.06221561
1.240384615,0.6484781,14.65,0.09093051
1.245192308,0.57669085,12.40,0.03828653
1.25,0.6460852,-2.45,0.019143265
