Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s),Magnetic Field X (uT),Magnetic Field Y (uT),Magnetic Field Z (uT),Orientation Quaternion Scalar,Orientation Quaternion X,Orientation Quaternion Y,Orientation Quaternion Z
-10.924659,2.82263,-0.988932,-1.028661,0.483648,-0.970212,21.378988,-22.794316,27.517022,0.263533,-0.131349,0.9428,0.156287
-8.96975,3.987257,-2.658112,-1.008903,-0.121799,-1.485165,21.535577,-22.803112,27.540518,0.26414,-0.137797,0.941285,0.15882
-8.486598,3.981818,-2.722966,-1.008616,-0.737549,-1.625692,21.432843,-22.597915,27.063856,0.267083,-0.144372,0.939006,0.161529
-7.952031,3.583326,-3.290039,-1.139417,-1.331981,-1.586389,21.784916,-22.40522,26.644395,0.272088,-0.150554,0.935975,0.165082
-6.657548,3.601704,-2.459759,-1.331881,-2.019251,-1.762523,22.470791,-22.188608,25.944139,0.279577,-0.157124,0.931883,0.169537
-4.790892,3.333033,-2.106281,-1.627119,-2.590745,-2.047439,23.279558,-21.854688,25.601623,0.289105,-0.164648,0.926637,0.175078
-3.229398,2.59598,-2.233091,-1.887579,-3.038709,-2.289536,23.980395,-21.621786,24.741804,0.300184,-0.172998,0.92033,0.181535
-2.551409,1.854636,-2.020658,-1.97651,-3.472607,-2.474427,24.530639,-21.696219,23.827145,0.312803,-0.181756,0.913044,0.188332
-2.529365,1.07345,-1.112877,-1.835287,-3.877376,-2.583023,25.989706,-21.01856,23.117972,0.326934,-0.190366,0.904965,0.194713
-2.880919,-0.462903,-0.36329,-1.561525,-4.227662,-2.648414,26.704373,-20.458533,22.135488,0.342428,-0.198516,0.896239,0.200226
-3.545117,-1.927563,-0.026084,-1.212077,-4.548881,-2.678253,27.759887,-20.035496,20.858808,0.359194,-0.205967,0.88695,0.204639
-4.608357,-2.162828,0.261163,-0.845514,-4.886322,-2.709386,29.069927,-19.666334,20.095664,0.377284,-0.212647,0.877046,0.207916
-5.7637,-1.19635,0.226172,-0.518978,-5.261751,-2.78887,30.263102,-18.798529,19.05293,0.396804,-0.218704,0.866341,0.210162
-6.346878,-0.155474,-0.98869,-0.405907,-5.602994,-2.860321,31.299592,-18.07858,17.97039,0.41741,-0.224424,0.854647,0.212088
-6.279681,0.615786,-2.301752,-0.421178,-5.886425,-2.886486,32.360883,-17.503824,16.714595,0.43871,-0.229882,0.841922,0.214138
-6.317008,0.303246,-3.15551,-0.458702,-6.083022,-2.925194,33.585348,-16.604679,15.354002,0.460363,-0.235212,0.82823,0.216278
-7.301522,-0.145716,-3.282522,-0.39741,-6.249625,-2.959428,34.515048,-15.701992,13.958537,0.482314,-0.240237,0.813674,0.218159
-8.447974,0.520338,-3.3379,-0.246715,-6.427545,-3.046545,35.903871,-14.634546,12.47547,0.50469,-0.244924,0.798225,0.219402
-9.351715,0.920511,-3.354551,-0.049714,-6.570177,-3.105221,36.845702,-14.024437,10.882534,0.527356,-0.249093,0.781986,0.21988
-10.693933,0.982517,-2.785991,0.156641,-6.696191,-3.064521,37.63819,-12.790719,9.345416,0.550148,-0.252403,0.765073,0.219757
-12.447137,1.464213,-2.900708,0.261046,-6.835377,-2.942255,38.449117,-11.67576,7.469993,0.5729,-0.254795,0.74744,0.219541
-14.27733,3.712621,-3.377816,0.285501,-6.986962,-2.801657,39.228881,-10.613596,6.073112,0.595515,-0.256378,0.728998,0.219533
-15.034151,5.953636,-3.860884,0.10111,-7.122247,-2.629398,39.588159,-9.488609,4.142685,0.61767,-0.257561,0.709627,0.220398
-14.779223,7.334455,-4.968819,-0.458844,-7.192492,-2.43083,39.975455,-8.662961,2.017667,0.638748,-0.25926,0.689187,0.223175
-13.939442,7.434726,-6.2632,-1.115164,-7.197847,-2.292157,40.00571,-7.563058,0.367768,0.658494,-0.261993,0.667697,0.227873
-13.088504,5.805209,-6.803009,-1.73703,-7.069347,-2.284774,40.080712,-6.57163,-1.775946,0.676682,-0.26619,0.645403,0.233881
-13.222555,3.529423,-6.48996,-1.937806,-6.859462,-2.428904,39.846214,-5.280598,-3.76125,0.693674,-0.271242,0.622768,0.239591
-14.282483,2.134649,-6.946039,-1.426447,-6.65829,-2.631149,39.459319,-4.450458,-5.821448,0.71033,-0.275361,0.600426,0.243097
-15.846253,1.719296,-6.361899,-0.815458,-6.541634,-2.725189,39.531204,-3.167744,-7.770438,0.7269,-0.2779,0.578414,0.244592
-17.532921,1.354397,-5.962812,-0.345535,-6.347504,-2.757308,38.955687,-1.742728,-9.456858,0.74303,-0.279155,0.556937,0.24454
-18.919149,0.189255,-6.281835,0.11189,-6.123995,-2.816504,38.216672,-1.105074,-11.098038,0.758707,-0.279228,0.53609,0.242906
-19.148396,-0.274114,-6.944243,0.65759,-5.918964,-2.836088,37.783159,-0.010456,-12.646508,0.774061,-0.277733,0.51599,0.239684
-18.623397,-0.071674,-7.608282,1.274325,-5.670453,-2.660964,37.173593,0.919429,-14.071672,0.78893,-0.274077,0.497083,0.235328
-17.726362,0.671616,-8.008424,1.831165,-5.439113,-2.322625,36.40936,1.233602,-15.58933,0.803169,-0.268098,0.47947,0.230547
-16.35496,2.058163,-8.081202,2.346021,-5.114991,-1.949611,35.742211,1.481681,-16.458397,0.816562,-0.25995,0.463465,0.225505
-15.330431,4.048291,-8.713123,2.668293,-4.64678,-1.605556,34.934497,1.749595,-17.502606,0.828727,-0.250435,0.449357,0.220391
-14.267491,5.892906,-9.88783,2.52947,-4.050733,-1.260061,34.111367,1.692259,-18.426494,0.83907,-0.241172,0.437214,0.215965
-11.649023,7.360737,-11.374146,1.713073,-3.329708,-0.926122,33.279978,1.326365,-19.384518,0.846888,-0.234555,0.426934,0.213287
-7.538389,7.728687,-12.840713,0.49272,-2.492798,-0.684278,32.708361,1.371517,-19.776111,0.851856,-0.232232,0.418561,0.212643
-4.115321,6.947715,-14.152562,-0.467583,-1.508371,-0.528947,31.867804,1.609241,-20.503286,0.854153,-0.233651,0.412777,0.213178
-3.316009,6.432885,-15.469301,-0.865945,-0.420077,-0.311223,31.288043,2.102851,-20.68389,0.854125,-0.236948,0.410481,0.214083
-4.815724,6.552927,-15.347084,-0.795844,0.605619,-0.008782,30.998267,1.971103,-20.896619,0.852249,-0.24038,0.411938,0.214932
-6.667392,7.152887,-14.132713,-0.695531,1.489894,0.288617,31.267549,2.553419,-20.466691,0.848768,-0.243734,0.416688,0.215771
-8.104446,8.331889,-13.080098,-0.875435,2.216941,0.596115,31.552011,2.686038,-20.251332,0.843612,-0.247779,0.42396,0.217215
-9.43892,8.49791,-12.236765,-1.277105,2.839488,0.915633,31.839605,2.663183,-20.056394,0.836653,-0.253115,0.433194,0.219746
-11.410271,8.158922,-10.360127,-1.648623,3.330284,1.231631,32.382368,2.742227,-19.330797,0.828051,-0.259498,0.443938,0.223407
-11.898782,5.865853,-9.801925,-1.895412,3.604925,1.481969,33.376846,2.810314,-18.548283,0.818281,-0.266416,0.455488,0.227968
-15.030873,6.490216,-2.040638,-1.979668,3.830764,1.761926,33.915641,2.734982,-17.839625,0.80751,-0.273221,0.46783,0.233265
-22.115938,-13.919627,27.348054,-2.00938,3.031505,1.566712,33.906321,2.736365,-17.835798,0.798107,-0.279666,0.477277,0.238785
-24.165075,-17.589006,20.225512,-2.240141,2.098786,1.612339,34.547149,2.860187,-16.180706,0.789972,-0.285815,0.483544,0.245843
-14.872105,-1.682716,8.179338,-1.251245,1.682368,2.047309,34.590064,3.117972,-16.069501,0.78318,-0.287642,0.489882,0.252799
-9.877444,-0.531923,-7.743348,-0.484119,2.078126,2.135889,34.88844,2.838995,-15.885299,0.776293,-0.287303,0.498218,0.258078
-15.73949,0.979483,-11.117079,-0.335846,2.654697,2.253939,35.231116,2.488402,-15.367076,0.7682,-0.286818,0.508501,0.262736
-22.708878,-1.33827,-8.524853,0.461112,3.16398,2.058297,35.619254,1.96816,-14.892939,0.760029,-0.284792,0.520805,0.264598
-25.161614,-0.258336,-9.363432,-0.130267,3.347792,2.081262,35.826829,1.57731,-14.096895,0.750623,-0.284598,0.532946,0.267465
-20.188984,3.503252,-8.781392,-1.212817,3.325817,2.171273,36.355187,0.86594,-13.307018,0.739771,-0.287295,0.543854,0.272805
-15.389256,5.302236,-5.18334,-1.427429,3.248076,1.946172,36.580672,0.62703,-12.497593,0.728887,-0.290931,0.553911,0.277965
-12.194478,9.828652,-4.042647,-1.299337,3.01618,2.020244,36.976018,0.26215,-12.001419,0.71839,-0.293718,0.563395,0.283253
-9.668926,15.78016,-4.693317,-1.017553,2.752388,2.344927,37.028021,0.012988,-11.050611,0.708272,-0.29464,0.572692,0.28907
-7.752585,10.133432,-5.324022,-1.570042,2.487642,2.604523,37.285228,-0.660631,-10.613981,0.697651,-0.296142,0.580798,0.297079
-7.816241,4.750693,-4.704745,-1.387933,2.198587,2.476413,37.392662,-1.002303,-10.3135,0.687889,-0.297037,0.588049,0.304592
-8.382102,4.751464,-5.230027,0.068762,2.090771,1.994875,37.65273,-1.366585,-9.839858,0.680521,-0.294945,0.596086,0.307539
-9.642108,3.595488,-7.222621,0.770141,1.956664,1.558381,37.586083,-1.736774,-9.243291,0.674717,-0.291809,0.604034,0.30781
-11.694537,-0.599454,-8.22024,1.131287,1.714846,1.365406,37.827333,-2.27079,-8.629191,0.670059,-0.287852,0.611501,0.306968
-13.827809,-0.544225,-8.330674,1.899811,1.530082,1.170672,37.75742,-3.105346,-8.088272,0.666886,-0.282147,0.619101,0.303924
-15.071497,1.019596,-7.142748,2.285119,1.360191,1.002926,37.703212,-3.459447,-7.649501,0.664646,-0.275528,0.626498,0.299718
-14.651443,1.214516,-5.389887,2.080679,1.143125,0.900676,37.815762,-4.111981,-7.38799,0.662775,-0.26944,0.632898,0.295924
-13.413591,0.390732,-3.620158,1.947736,0.89914,0.847255,38.057018,-4.646227,-6.7737,0.661372,-0.263525,0.6384,0.292552
-12.191001,0.695077,-3.405083,1.956128,0.731312,0.766536,37.97946,-5.32336,-6.21317,0.660439,-0.257578,0.643347,0.2891
-11.10336,2.220406,-3.586199,1.765784,0.543374,0.724768,37.972246,-5.651237,-6.093369,0.65979,-0.251998,0.647511,0.286189
-10.540987,2.727083,-1.625827,1.165951,0.346109,0.683608,37.924063,-6.006967,-5.655508,0.659068,-0.247836,0.650427,0.284871
-11.016059,2.874772,-0.328895,0.437108,0.236552,0.535543,37.838114,-6.701504,-4.937561,0.658071,-0.245801,0.652095,0.285125
-11.906734,2.623519,0.361791,0.071182,0.160156,0.371149,37.57314,-6.510172,-5.273629,0.657098,-0.245038,0.652997,0.28596
-11.428995,1.97999,1.256451,0.10999,0.083079,0.271699,37.415586,-6.659456,-5.310317,0.656468,-0.244343,0.653648,0.286514
-10.16635,1.775417,1.615735,0.366172,0.079222,0.196827,37.388759,-6.826249,-5.169435,0.656174,-0.243178,0.654503,0.286226
-9.170502,1.780533,1.303686,0.631269,0.156096,0.107666,37.523422,-6.845076,-4.992323,0.656034,-0.241645,0.655765,0.284956
-8.454063,1.916742,0.829108,1.017173,0.187551,0.057348,37.370318,-6.840687,-5.010773,0.656226,-0.239286,0.657482,0.282537
-8.099746,1.872353,1.055052,1.345209,0.152336,0.098629,37.199782,-7.02655,-4.732611,0.656756,-0.235936,0.659497,0.279408
-7.806849,2.339544,1.203981,1.348533,0.126606,0.161927,37.467176,-7.063562,-4.378114,0.657271,-0.23238,0.661491,0.27645
-8.371871,1.997695,1.570379,0.997968,0.100939,0.21988,37.593035,-7.389582,-4.237635,0.657457,-0.229542,0.66308,0.274565
-9.425168,2.784191,1.995158,0.416002,0.0573,0.255268,37.432184,-7.868354,-4.154583,0.657192,-0.228058,0.663958,0.274314
-9.946873,0.265778,2.15931,0.050097,0.069304,0.3399,37.442564,-7.716816,-4.136754,0.656477,-0.227307,0.664548,0.275218
-9.815419,1.485201,1.837042,-0.097126,0.144324,0.431942,37.429775,-8.022589,-4.173098,0.655336,-0.226774,0.665253,0.276673
-9.183065,0.453192,1.846921,-0.484969,0.196126,0.49611,37.605776,-7.859063,-4.294941,0.653642,-0.227122,0.665722,0.279252
-7.557238,-0.957511,1.172638,-0.40978,0.286093,0.603193,37.441824,-8.161035,-4.349903,0.651658,-0.227096,0.666592,0.281825
-6.375698,-1.646549,1.493905,-0.297064,0.352878,0.739913,37.431767,-8.023278,-4.173271,0.649441,-0.226497,0.667868,0.28439
-6.176008,-2.16041,1.030052,0.20767,0.463877,0.874677,37.261353,-8.343764,-4.070657,0.647222,-0.224387,0.670096,0.285877
-6.594502,-1.162912,1.142129,0.599213,0.621862,0.954363,36.938265,-8.504861,-3.967863,0.644829,-0.22125,0.673216,0.286397
-7.50525,0.345446,1.670709,0.812883,0.835051,0.973642,36.780107,-8.674673,-3.847537,0.64202,-0.217755,0.677109,0.286211
-8.501548,1.12463,2.403842,0.924425,1.033448,0.997297,36.74005,-9.167456,-3.586167,0.638728,-0.214131,0.681617,0.285609
-8.824729,1.053245,3.000566,1.072064,1.201039,1.120459,36.39386,-9.362356,-3.167128,0.634943,-0.209986,0.686776,0.284767
-8.15288,0.959619,2.97173,1.217596,1.403068,1.21455,36.784903,-9.879104,-2.691056,0.630589,-0.205439,0.692628,0.283582
-8.43611,0.692513,1.696611,1.256491,1.643964,1.245928,36.287205,-10.225235,-2.309306,0.625527,-0.200961,0.699086,0.282153
-9.985147,0.071933,0.550668,1.254983,1.897427,1.245447,36.220144,-10.750329,-1.731452,0.619711,-0.196748,0.706093,0.2805
-11.62373,-1.08706,-0.074972,1.333956,2.140144,1.271061,36.138572,-11.291321,-0.995153,0.613189,-0.192517,0.713715,0.278473
-12.6516,-1.54524,0.081668,1.454651,2.369208,1.257709,35.9223,-11.813522,-0.435947,0.606052,-0.188258,0.721911,0.275869
-13.13801,-1.155078,0.885181,1.533653,2.568114,1.232828,35.833828,-12.041353,0.337755,0.598347,-0.184068,0.730536,0.272795
-13.708398,-0.203866,1.303668,1.494251,2.716812,1.232257,35.906824,-12.742777,1.074199,0.59009,-0.180099,0.739345,0.269679
-13.660196,0.524971,1.573838,1.389752,2.867019,1.254658,35.631986,-13.15095,2.127198,0.581199,-0.176433,0.748275,0.266764
-12.956645,0.537102,2.070196,1.12454,3.058335,1.290114,35.685075,-13.710823,3.040735,0.571421,-0.173432,0.757249,0.264524
-13.194068,0.33507,1.720931,0.740488,3.223989,1.270649,35.321895,-14.076255,3.600424,0.560803,-0.171483,0.766037,0.263212
-14.505459,-0.64063,1.29161,0.427553,3.367432,1.246121,35.040179,-14.503993,4.812542,0.549459,-0.170407,0.774648,0.262635
-16.549526,-2.088905,0.879451,0.297019,3.496223,1.264613,34.95518,-14.888345,5.567409,0.537503,-0.169651,0.78325,0.262351
-18.521188,-3.877908,0.859455,0.454164,3.586357,1.286001,34.540626,-15.29825,6.602744,0.525234,-0.168554,0.792042,0.261513
-19.705033,-5.754675,2.020516,0.90763,3.717756,1.328696,34.019472,-15.346388,7.18045,0.512685,-0.166488,0.801402,0.25921
-19.913877,-6.239821,3.430325,1.419734,3.840342,1.326154,33.731745,-15.926155,8.372966,0.49995,-0.163484,0.811309,0.255148
-19.365814,-5.439996,4.667647,1.803863,3.93425,1.291514,33.317527,-16.18119,9.427189,0.487047,-0.159883,0.821517,0.249665
-19.248707,-4.941078,6.028181,2.058082,4.022496,1.262075,32.860868,-16.616285,10.777543,0.47389,-0.155928,0.831854,0.243173
-19.508052,-5.097003,7.030533,2.292881,4.043342,1.213713,32.149646,-16.866963,11.796166,0.46069,-0.15166,0.842137,0.235732
-19.732716,-4.754662,8.108994,2.589308,4.00703,1.115122,31.990062,-17.306361,13.181911,0.44771,-0.147095,0.852265,0.227075
-20.006281,-4.003958,9.383646,2.965808,4.041281,0.980071,31.690867,-17.43837,14.589498,0.434781,-0.142296,0.862384,0.216822
-19.990059,-2.209128,9.559378,3.075221,4.061359,0.873886,31.225833,-17.582777,16.137605,0.42176,-0.137628,0.872223,0.205922
-19.303173,0.204249,7.449495,3.012537,3.956144,0.84704,31.22932,-17.584897,16.139024,0.408918,-0.133015,0.881478,0.195165
-18.479506,2.211426,3.28762,2.563723,3.862863,0.933281,29.176551,-17.806267,18.900799,0.395949,-0.128703,0.889965,0.18607
-19.241386,-1.026759,4.786994,2.291443,3.954039,1.064204,29.177887,-17.94646,19.592596,0.382297,-0.12438,0.898159,0.178014
-20.421302,-3.032906,5.623688,1.791267,3.88125,1.048664,28.390447,-18.048944,20.53373,0.368547,-0.120768,0.905603,0.17167
-20.061267,0.01374,4.774841,1.688478,3.680814,0.770351,27.753523,-18.091681,21.730076,0.355542,-0.11812,0.912306,0.165335
-20.729043,0.010868,7.585435,1.667145,3.221387,0.243683,27.03416,-18.162654,22.605016,0.344422,-0.117055,0.917902,0.158518
-18.968847,1.993178,5.589054,1.143669,2.814604,-0.025863,26.627708,-17.9315,23.551938,0.334629,-0.117389,0.922345,0.153374
-16.37823,9.262503,-5.387323,0.814155,3.174842,0.033679,26.262024,-17.675586,24.186934,0.323299,-0.118136,0.926946,0.149307
-15.779724,16.968976,-14.077177,0.425252,3.104353,-0.006913,25.443569,-17.719332,24.7297,0.312017,-0.119462,0.931065,0.146606
-12.759475,12.558317,-7.102249,0.03415,2.573564,-0.142683,24.921735,-17.611375,25.32415,0.30252,-0.121438,0.934128,0.14539
-12.983224,5.089201,-10.861977,-0.908398,2.069093,-0.154987,24.751167,-17.62058,25.461738,0.294396,-0.124276,0.935967,0.147825
-14.203121,0.708179,8.303989,-0.539113,0.983462,-0.287535,24.249912,-17.65566,25.882282,0.290484,-0.12654,0.936655,0.149276
-14.439968,-5.03069,8.2296,-0.244818,0.554744,-0.44837,24.118164,-17.638964,25.707398,0.288377,-0.128807,0.936933,0.149677
-12.767597,0.839535,4.969679,-1.149963,-0.080998,-0.780705,23.971818,-17.483477,25.710797,0.288327,-0.132935,0.93578,0.153334
-8.323402,2.061049,0.49604,-0.873436,-0.490186,-1.198104,24.333838,-16.96059,25.164668,0.290156,-0.138027,0.934083,0.155717
-5.516469,3.433274,-1.868541,-0.563761,-1.073076,-1.835739,24.498459,-16.947171,25.022668,0.294649,-0.144733,0.931518,0.156553
-4.224093,3.069912,-2.621557,-0.123429,-1.665475,-2.128805,25.024702,-17.058201,24.431477,0.3017,-0.151623,0.928291,0.15577
-4.750465,3.245624,-1.786458,-0.093033,-2.328397,-2.006807,25.813067,-16.580945,24.262818,0.31106,-0.157613,0.924258,0.155394
-5.50029,3.648002,-0.598165,-0.551218,-2.947548,-1.882723,26.643326,-15.898551,23.632259,0.322248,-0.16331,0.91912,0.157179
-5.574042,4.486115,-0.318634,-1.274038,-3.493443,-1.971287,27.460623,-15.414239,23.313403,0.334916,-0.169863,0.912585,0.16176
-5.165299,4.238463,-0.457986,-1.764581,-3.960465,-2.203593,28.209257,-14.980697,21.99612,0.348967,-0.177537,0.90469,0.168046
-4.820414,2.491965,-0.480244,-2.121167,-4.339989,-2.401392,28.907948,-14.747398,21.135851,0.364101,-0.186078,0.895544,0.175518
-4.8068,0.574419,-0.324767,-2.16576,-4.671497,-2.520247,29.996819,-14.139285,19.560896,0.380274,-0.194782,0.885388,0.183136
-5.327148,-0.719221,-0.349943,-1.867471,-4.96199,-2.587742,30.739288,-13.571656,18.426394,0.397533,-0.20297,0.874509,0.189749
-6.437301,-0.973153,0.405965,-1.332279,-5.329388,-2.644276,31.837539,-12.81296,16.873608,0.416296,-0.210136,0.862935,0.194634
-7.234406,-0.875706,-0.070353,-0.925199,-5.737519,-2.645779,32.886609,-12.2314,15.612386,0.436527,-0.216212,0.850499,0.198364
-7.672676,0.13652,-1.390802,-0.796445,-6.063553,-2.586401,33.525329,-11.148014,14.037844,0.457625,-0.22148,0.837111,0.201917
-8.014448,0.54769,-2.310266,-0.78694,-6.378587,-2.621666,34.42808,-10.720331,12.741609,0.479471,-0.226444,0.822555,0.205508
-8.711099,-0.116816,-3.225754,-0.785836,-6.612133,-2.702278,35.223052,-9.621005,11.024225,0.501773,-0.231307,0.806872,0.208996
-9.934245,-0.739084,-4.134658,-0.534553,-6.789265,-2.784752,36.201427,-8.981935,9.115388,0.524527,-0.235608,0.790328,0.211524
-11.034542,-0.240858,-4.412861,-0.125796,-6.955652,-2.844786,36.402879,-8.027059,7.307476,0.547785,-0.238923,0.773066,0.212643
-11.899056,1.18833,-4.163771,0.287618,-7.09702,-2.795606,36.905081,-6.924026,5.555179,0.571341,-0.24088,0.755223,0.212567
-12.674748,2.770734,-4.419123,0.517272,-7.201829,-2.600657,37.257296,-6.127706,3.747009,0.594757,-0.24145,0.736854,0.212159
-12.823287,3.790412,-4.743543,0.427099,-7.275714,-2.358187,37.614366,-5.022621,1.976239,0.617573,-0.241257,0.717816,0.212457
-13.067043,3.477652,-5.494073,0.267925,-7.230995,-2.172093,37.502371,-4.521961,0.074184,0.63942,-0.240749,0.698306,0.213426
-13.19473,4.241764,-6.737685,0.034485,-7.177453,-2.070215,37.548752,-3.562085,-1.752718,0.660275,-0.240393,0.678234,0.21505
-13.651748,5.019998,-7.339663,-0.163829,-7.08423,-2.062506,37.292463,-2.749699,-3.63547,0.680141,-0.240405,0.657681,0.216954
-14.424403,4.045401,-7.349394,-0.206362,-6.956071,-2.127302,37.025674,-1.953837,-5.360284,0.699142,-0.240609,0.63684,0.2185
-14.893406,2.842913,-6.937691,-0.159436,-6.826277,-2.217013,36.299135,-1.30024,-7.159163,0.71739,-0.240831,0.615808,0.21939
-15.585749,1.574343,-6.749104,0.040403,-6.675996,-2.306272,35.746433,-0.481657,-9.080169,0.734994,-0.240652,0.594815,0.21924
-16.594292,1.183954,-6.826715,0.261959,-6.532634,-2.353667,34.807592,0.424417,-10.227212,0.75197,-0.239892,0.57394,0.218142
-17.807265,1.538438,-7.364124,0.399789,-6.342578,-2.397766,34.066079,0.907615,-11.886746,0.768154,-0.238818,0.553292,0.216274
-18.298607,1.106993,-7.878392,0.44146,-6.106763,-2.43033,33.318043,1.701945,-13.506591,0.783377,-0.237727,0.532985,0.213852
-17.266264,0.243031,-8.17904,0.563661,-5.835568,-2.342967,32.396223,2.158046,-14.868844,0.797587,-0.236159,0.51336,0.211058
-15.425979,0.015325,-8.267141,0.903772,-5.533209,-2.093351,31.154175,2.761833,-16.09079,0.810847,-0.233147,0.494897,0.207961
-13.754253,1.221191,-7.997412,1.347114,-5.185874,-1.794258,30.343424,3.185191,-17.114845,0.823185,-0.228316,0.477917,0.204532
-13.089785,2.844422,-7.839097,1.574028,-4.811798,-1.503858,29.214541,3.135929,-18.074417,0.834429,-0.22241,0.462368,0.20119
-13.738916,3.646303,-7.947925,1.510267,-4.40195,-1.246612,28.406918,3.403811,-19.118491,0.844359,-0.216486,0.448153,0.198369
-14.762989,3.435445,-9.259966,1.20497,-3.91001,-1.033732,27.41605,3.335205,-19.90252,0.852748,-0.211512,0.43537,0.196308
-13.867374,3.855635,-9.72297,0.928301,-3.326062,-0.935523,26.695644,3.073752,-20.351887,0.859647,-0.207692,0.424303,0.194519
-10.820844,4.498046,-10.521741,0.7721,-2.514679,-0.888315,25.834627,2.987094,-20.956225,0.86491,-0.204905,0.415817,0.19246
-7.23609,4.931102,-12.470878,0.535861,-1.692706,-0.698625,25.129859,3.050813,-21.525871,0.868435,-0.203208,0.41005,0.190752
-4.392541,4.988086,-12.783096,0.602739,-0.886495,-0.41969,24.69702,2.921413,-21.761812,0.870483,-0.201432,0.407277,0.189237
-3.997086,5.815863,-11.938136,0.920949,-0.020047,-0.086934,24.523394,2.911148,-21.618287,0.871144,-0.198682,0.407943,0.187662
-6.153156,8.315468,-11.156579,0.966137,0.790548,0.225014,23.918873,2.926132,-21.692936,0.870305,-0.195871,0.411633,0.186445
-8.318154,9.982791,-11.514777,0.421564,1.525542,0.483356,23.768385,2.619774,-21.749899,0.867651,-0.195025,0.417608,0.186413
-9.821483,9.800019,-10.919359,-0.665018,2.209233,0.696921,23.889159,2.430366,-21.434794,0.86284,-0.197998,0.425243,0.188343
-10.650268,8.379474,-11.330385,-1.76223,2.838361,0.934743,24.334698,2.265662,-21.392927,0.855836,-0.20471,0.434313,0.192384
-11.231932,6.447833,-9.632283,-2.487442,3.328131,1.244637,24.597876,2.675958,-20.829505,0.846977,-0.213638,0.444617,0.198253
-11.293945,6.133136,-12.098954,-2.900368,3.748257,1.537727,25.034192,2.959771,-20.576753,0.836525,-0.223676,0.456082,0.205389
-18.937177,-2.542573,14.70773,-2.876625,3.688264,1.654532,25.590255,3.209387,-19.98924,0.825779,-0.233292,0.467294,0.212837
-28.45614,-26.653922,34.277162,-2.524743,2.534401,1.148699,26.172223,3.800216,-19.677131,0.817628,-0.241665,0.474471,0.218997
-24.769393,-4.525331,15.320879,-2.31012,1.687839,1.690577,27.217233,3.91335,-19.371019,0.81062,-0.247574,0.479543,0.227244
-9.180943,1.953665,2.414278,-1.838625,1.684035,1.858915,27.335517,4.499296,-18.959854,0.803791,-0.251631,0.485105,0.235107
-7.765692,-1.738853,-14.573009,-2.22737,2.184378,2.091864,27.337128,4.499086,-18.960665,0.795264,-0.256879,0.492017,0.243902
-11.745575,-4.334809,-10.662221,-1.431329,2.665459,2.199929,27.852423,4.635019,-18.27472,0.78633,-0.259846,0.501181,0.250965
-20.70912,-2.86262,-6.290482,-0.057504,3.19911,1.616088,27.809822,4.444803,-18.267331,0.778151,-0.260205,0.512631,0.25295
-22.045307,1.461242,-4.559922,-0.896929,3.267574,1.596002,27.988846,4.204043,-17.710278,0.768837,-0.263168,0.523332,0.256431
-17.803563,3.80862,-7.253952,-2.411506,3.14614,1.688522,28.670818,3.996665,-17.129514,0.757922,-0.270302,0.53211,0.263346
-13.545086,1.734472,-6.026324,-2.734917,2.973242,1.703279,29.088044,4.127175,-16.893654,0.746782,-0.278103,0.539899,0.27108
-11.03834,1.704326,-3.746053,-1.604212,2.81332,1.872586,29.653759,4.220512,-16.329168,0.736832,-0.282006,0.548461,0.277025
-9.790161,4.722295,-2.801125,-0.307035,2.653469,1.96968,29.765601,4.342393,-15.972094,0.728402,-0.281737,0.557964,0.280591
-8.659674,8.798893,-3.040937,0.105252,2.450767,2.015775,30.005054,4.119209,-15.320907,0.720695,-0.279926,0.5673,0.283566
-9.306147,11.558033,-4.375326,0.024514,2.194162,1.854718,30.603973,3.950003,-15.262982,0.713544,-0.278375,0.575566,0.286506
-10.28962,7.480981,-4.301792,-0.128433,1.931889,1.779414,30.678541,3.405128,-14.510568,0.706814,-0.277092,0.582779,0.289831
-11.416559,3.310214,-6.003859,0.065398,1.742597,1.65733,30.784655,2.753183,-14.24603,0.700792,-0.27531,0.589498,0.292553
-11.675053,1.733515,-7.269925,0.637458,1.590134,1.360951,30.908104,2.718436,-13.912265,0.696016,-0.272447,0.596085,0.293286
-11.71336,0.601552,-5.717965,1.292581,1.49066,1.109017,31.325562,2.21261,-13.594827,0.692405,-0.268255,0.602838,0.291892
-12.46985,0.274808,-4.547468,1.759501,1.382455,0.978362,31.575425,1.695487,-13.137625,0.689629,-0.262961,0.609644,0.289134
-12.664794,0.20678,-4.227554,1.95352,1.238565,0.889232,31.703046,1.194868,-12.86141,0.687432,-0.257171,0.616134,0.285796
-12.022899,-0.064583,-3.053361,1.999039,1.08332,0.816952,31.800021,0.681787,-12.422274,0.685676,-0.251242,0.622128,0.28228
-11.363989,0.222243,-1.599799,1.893067,0.960655,0.779959,31.898348,0.013496,-12.002412,0.684097,-0.245523,0.627594,0.279027
-11.217645,1.315669,-0.987007,1.575267,0.856195,0.702995,32.029987,-0.469671,-11.880832,0.682509,-0.240713,0.632318,0.276427
-11.404059,2.565961,-0.795847,1.024192,0.746918,0.627423,31.841564,-0.805079,-11.618945,0.680726,-0.237432,0.636059,0.275078
