Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s),Magnetic Field X (uT),Magnetic Field Y (uT),Magnetic Field Z (uT),Orientation Quaternion Scalar,Orientation Quaternion X,Orientation Quaternion Y,Orientation Quaternion Z
-9.573817,1.106319,-0.142837,-1.135027,1.050503,-0.661793,33.190003,13.547219,-14.700475,0.628548,-0.350294,0.615519,0.321494
-9.732777,1.176832,-0.001096,-1.073646,1.121222,-0.658091,33.47401,14.00376,-14.606567,0.624945,-0.356097,0.61605,0.321124
-10.014083,1.030475,-0.071003,-0.995018,1.168471,-0.665935,33.233789,14.072653,-13.658755,0.621318,-0.36177,0.616756,0.320466
-10.240531,0.996844,-0.001544,-0.857832,1.205881,-0.668772,33.548659,14.69945,-13.703378,0.61777,-0.367147,0.617693,0.319403
-10.409955,0.973684,0.00265,-0.69436,1.240186,-0.667851,33.646128,15.114628,-13.151524,0.614347,-0.372155,0.618892,0.317885
-10.543489,1.001512,-0.542484,-0.532162,1.259299,-0.659051,33.484938,15.413677,-12.976056,0.611078,-0.376762,0.620326,0.315957
-10.80227,1.23922,-1.398741,-0.404008,1.263681,-0.683541,33.738677,15.670758,-12.425942,0.607995,-0.381114,0.621871,0.313641
-11.235131,2.522542,-1.942225,-0.423879,1.202378,-0.719532,34.002854,15.787374,-12.051411,0.605054,-0.385512,0.62317,0.311368
-11.344918,2.578432,-3.055155,-0.715527,1.127471,-0.766542,34.254689,16.044206,-11.500864,0.60189,-0.390608,0.623844,0.309795
-11.346403,1.231185,-2.586512,-1.22702,1.131062,-0.862682,34.092122,16.498015,-11.306015,0.598024,-0.397126,0.62373,0.309222
-11.57622,1.694797,-2.895453,-1.854639,1.159092,-0.965523,34.342086,16.754581,-10.755006,0.593196,-0.405366,0.622717,0.309871
-10.821191,3.770989,-3.83622,-2.748925,1.099839,-1.067164,34.447396,17.325418,-10.186723,0.587144,-0.415803,0.620245,0.312515
-9.732028,4.989182,-4.5806,-3.901208,1.041734,-1.173005,34.840814,18.028919,-9.40434,0.579362,-0.428977,0.615925,0.317734
-9.35702,4.863447,-4.895517,-5.291325,0.965937,-1.279101,34.795441,18.758526,-8.835904,0.569344,-0.445297,0.609295,0.326065
-9.532705,3.513256,-6.37345,-6.783923,0.974113,-1.377373,35.030589,19.619464,-8.051858,0.556479,-0.464906,0.600231,0.337514
-10.623046,1.681543,-5.320246,-8.15137,0.983042,-1.483956,35.10851,20.780706,-7.09237,0.540735,-0.487324,0.588634,0.351612
-10.942334,2.062798,-2.752701,-8.858013,0.811305,-1.54176,35.432551,22.197524,-5.581423,0.523483,-0.51056,0.574901,0.367128
-9.834327,1.88667,-3.490407,-9.304888,0.625425,-1.522428,35.46952,23.172092,-4.32245,0.505034,-0.533724,0.559422,0.383571
-8.373168,0.085539,-3.795128,-9.779866,0.492383,-1.492535,35.495126,24.597287,-2.849342,0.485104,-0.556785,0.542215,0.400833
-7.933873,-1.794692,-3.666101,-9.890861,0.436198,-1.542081,35.507283,25.698826,-1.255142,0.464383,-0.579216,0.523785,0.41774
-8.25639,-2.394342,-2.963802,-9.651094,0.364973,-1.608592,35.17086,26.77359,0.619076,0.443751,-0.600349,0.504669,0.43356
-8.464932,-1.721007,-2.247588,-9.443596,0.281119,-1.614728,35.182559,27.720405,2.194964,0.423136,-0.620117,0.48501,0.448526
-8.471526,-0.859438,-2.171153,-9.427625,0.189892,-1.626753,35.014003,28.187236,3.854125,0.402151,-0.638839,0.464509,0.463023
-8.353385,-0.804526,-2.272394,-9.535611,0.145156,-1.687727,34.868446,28.980927,5.392429,0.38051,-0.656841,0.442921,0.477067
-7.908359,-1.130265,-2.370856,-9.581945,0.117036,-1.769653,34.561995,29.456336,7.034309,0.358393,-0.67404,0.420346,0.490442
-7.514151,-1.447191,-2.374936,-9.472593,0.152534,-1.837759,34.215487,30.053702,9.011,0.336114,-0.690281,0.397238,0.502733
-7.809917,-1.155768,-2.310147,-9.265738,0.160095,-1.902099,33.874929,30.197647,10.7709,0.314031,-0.705387,0.37381,0.513886
-8.383815,-0.617995,-2.346765,-9.063396,0.14582,-1.968375,33.729972,30.527361,12.253592,0.292233,-0.719352,0.35008,0.524001
-8.545747,-0.529277,-2.583459,-8.984489,0.119778,-1.988429,32.811092,30.859978,13.800996,0.270346,-0.732247,0.325961,0.533363
-8.199734,-0.718383,-2.98855,-8.975386,0.131462,-2.04138,32.447356,31.132362,15.898442,0.248225,-0.744262,0.301293,0.541923
-8.240037,-0.66356,-3.389595,-8.963559,0.188698,-2.145949,31.827288,30.837096,17.407692,0.225966,-0.755529,0.276005,0.549488
-8.811131,-0.326975,-3.982464,-8.928304,0.227631,-2.172448,31.653797,30.829139,19.172655,0.203528,-0.765883,0.250385,0.556154
-8.754191,-0.514955,-4.466873,-8.86374,0.281265,-2.171628,30.876526,30.225542,20.623307,0.180964,-0.775304,0.224625,0.561871
-8.337189,-0.678192,-4.412408,-8.759184,0.354601,-2.203637,30.391208,29.911497,22.309399,0.158492,-0.783846,0.198762,0.566533
-8.127021,-0.181709,-4.385078,-8.637452,0.405576,-2.210517,29.775914,29.463541,23.802585,0.136169,-0.791449,0.17293,0.570229
-7.9632,0.348728,-4.096627,-8.569572,0.427061,-2.191336,29.122218,28.828375,25.59104,0.113832,-0.798079,0.147108,0.573124
-7.898436,0.928871,-3.817207,-8.543138,0.413549,-2.14283,28.521196,28.239828,26.906272,0.091338,-0.803672,0.121312,0.575372
-8.041817,1.335233,-3.646129,-8.528861,0.37155,-2.076065,27.902841,27.326325,28.342718,0.06865,-0.808166,0.095597,0.577076
-8.197067,1.764474,-3.538135,-8.491366,0.328409,-1.989048,27.300472,26.272918,29.602123,0.045817,-0.811557,0.070116,0.578238
-8.093205,1.581074,-3.188915,-8.403232,0.34003,-1.908179,26.694927,25.21834,30.859004,0.023026,-0.813988,0.045011,0.578678
-8.01964,1.865296,-2.938893,-8.253731,0.422381,-1.830165,26.239424,24.314492,32.151747,0.000492,-0.815653,0.020448,0.57818
-8.311531,2.846579,-3.017889,-8.009637,0.451152,-1.742309,25.958673,22.650357,33.219584,-0.021464,-0.816494,-0.003304,0.576945
-8.654895,3.257191,-3.099483,-7.69403,0.407827,-1.629056,25.399071,21.485406,33.979328,-0.042646,-0.816443,-0.025976,0.575262
-8.726858,1.994979,-3.061157,-7.276576,0.391322,-1.504807,24.96487,20.13368,35.063244,-0.062739,-0.815691,-0.047286,0.573128
-9.106621,4.13348,-3.962672,-6.579374,0.361864,-1.344307,24.274094,19.143418,35.667334,-0.080924,-0.814434,-0.066478,0.570728
-9.240779,8.240781,-5.56247,-5.698267,0.336748,-1.101014,24.179293,17.672236,36.282172,-0.096803,-0.812959,-0.082881,0.568206
-8.028149,4.454497,-7.968941,-5.295034,0.43803,-0.784363,23.814196,16.536124,36.754115,-0.112024,-0.811564,-0.097381,0.565095
-8.193137,2.762352,-8.921882,-4.297517,0.589664,-0.55614,23.460292,15.10442,37.025592,-0.124485,-0.81072,-0.108983,0.561568
-9.477542,0.300185,-3.3908,-2.516497,0.672114,-0.432521,23.410889,13.975059,37.373399,-0.131515,-0.810807,-0.116304,0.558362
-10.241614,-0.314117,-0.783077,-1.346188,0.574548,-0.308783,22.908705,13.631312,37.757096,-0.135142,-0.811277,-0.120622,0.555893
-8.944199,2.142123,-0.241388,-0.680559,0.338033,-0.260856,22.580303,13.158424,37.812431,-0.136875,-0.811584,-0.123213,0.55445
-8.250385,4.165049,0.69647,-0.164466,0.087545,-0.202683,22.398672,12.977278,38.095255,-0.13723,-0.811644,-0.124364,0.554018
-8.998776,5.619667,0.677627,0.116717,-0.135608,-0.073773,21.945733,13.143416,38.057958,-0.137087,-0.811432,-0.124376,0.554361
-9.428841,6.168584,0.469924,0.259207,-0.39761,0.11784,21.945733,13.143416,38.057958,-0.137029,-0.810824,-0.123334,0.555497
-9.670014,5.04147,0.271681,0.075496,-0.596628,0.303212,21.935751,12.973832,38.205948,-0.138044,-0.809772,-0.121997,0.557073
-10.54435,3.564146,-1.204658,-0.237308,-0.722909,0.335706,21.952205,12.988918,38.047456,-0.140173,-0.808288,-0.121171,0.558874
-11.243852,1.567967,-2.602134,-0.379506,-0.7701,0.208369,21.946277,12.833689,38.022223,-0.14249,-0.806554,-0.121032,0.56082
-11.914834,-0.0788,-3.253553,-0.410303,-0.789341,0.106418,21.970582,12.694283,37.854842,-0.144685,-0.804703,-0.12127,0.562862
-12.661849,-4.063928,-4.955096,-0.641812,-0.836853,0.121632,22.55456,12.664004,38.083097,-0.14766,-0.802612,-0.121941,0.564925
-12.954299,-6.59397,-6.417282,-0.777698,-0.879319,0.018795,22.856426,12.501587,38.101736,-0.15085,-0.800285,-0.123208,0.567105
-12.305908,-4.961126,-6.261194,-0.459322,-0.963746,-0.185746,22.856426,12.501587,38.101736,-0.152628,-0.797845,-0.124357,0.56981
-10.870047,-2.798602,-5.061423,-0.332556,-0.989088,-0.18995,22.987086,11.99318,37.275206,-0.154014,-0.795408,-0.12522,0.572649
-10.177369,-0.724787,-3.977365,-0.440472,-0.996739,-0.043921,23.028281,12.127225,37.238832,-0.156064,-0.792946,-0.125862,0.575361
-10.273269,1.41691,-3.083149,-0.56833,-1.029478,0.018711,22.939222,11.885964,37.223905,-0.158667,-0.790347,-0.126574,0.578062
-10.483358,2.320114,-2.081124,-0.747552,-1.040362,0.019545,23.547994,11.884518,36.933661,-0.161827,-0.787594,-0.127679,0.580694
-10.270017,2.66254,-1.398245,-0.851056,-1.03509,-0.007285,23.837238,11.566132,36.932565,-0.165238,-0.784753,-0.1291,0.58326
-9.881314,2.558993,-1.341515,-0.693673,-1.027093,-0.08765,24.020847,11.437646,36.61561,-0.167975,-0.781971,-0.130411,0.585918
-9.409705,2.686785,-1.438051,-0.394074,-1.055401,-0.175006,24.300353,11.260099,36.786381,-0.169608,-0.779258,-0.131282,0.588859
-9.077349,2.661811,-1.734949,0.004393,-1.050616,-0.25003,24.470019,10.961678,36.612386,-0.169851,-0.776769,-0.131465,0.592028
-9.212911,2.225425,-1.805002,0.346978,-1.000465,-0.258047,24.500381,11.146712,36.311043,-0.169006,-0.774607,-0.130911,0.595217
-9.479573,1.384911,-1.778326,0.530404,-0.94055,-0.25378,24.69744,11.033309,35.832621,-0.167583,-0.772694,-0.129956,0.598307
-9.489519,1.191542,-1.575341,0.511841,-0.901177,-0.243361,24.690731,11.328088,36.037709,-0.166217,-0.770855,-0.129037,0.601252
-9.353764,1.781395,-0.973815,0.286027,-0.867922,-0.262057,25.19237,11.516981,35.635451,-0.165469,-0.768926,-0.128724,0.603989
-9.481788,2.112087,-0.187853,-0.145061,-0.858278,-0.252363,25.056204,11.535782,35.456807,-0.166033,-0.766737,-0.129403,0.606467
-9.933887,2.222232,0.156483,-0.651785,-0.828124,-0.219666,25.380505,11.388565,35.323065,-0.168174,-0.764296,-0.131203,0.608568
-10.299657,1.711689,0.248283,-0.984335,-0.769333,-0.188656,25.391328,11.558455,35.177223,-0.171346,-0.761776,-0.133736,0.610289
-10.086866,1.114476,-0.152349,-1.134442,-0.701228,-0.135495,25.393934,11.403604,35.161562,-0.175051,-0.759325,-0.136512,0.611676
-9.516409,0.924189,-0.575223,-1.056217,-0.599616,-0.113563,25.393517,11.248698,35.142876,-0.178517,-0.757161,-0.139101,0.612772
-9.001034,0.814685,-0.126324,-0.962519,-0.507338,-0.137869,25.39654,11.248731,35.145899,-0.181594,-0.755253,-0.141599,0.61365
-8.840191,1.046852,-0.110608,-0.925842,-0.464979,-0.145446,25.254325,11.267474,34.961239,-0.184518,-0.753453,-0.144059,0.614417
-8.855439,1.467666,-0.033913,-0.90404,-0.472907,-0.120472,25.560258,10.950222,34.965701,-0.18744,-0.751651,-0.146384,0.61519
-8.979572,1.35358,0.132604,-0.971897,-0.489927,-0.096475,25.574357,10.655497,34.768368,-0.190624,-0.749758,-0.148787,0.615945
-9.154015,0.946371,0.060475,-1.115333,-0.507527,-0.067436,25.411742,10.79906,34.931358,-0.194303,-0.747715,-0.151434,0.616633
-9.201964,0.769318,0.076064,-1.152424,-0.511398,-0.044521,25.573523,10.345695,34.730997,-0.198143,-0.74563,-0.154096,0.617276
-9.323867,1.116353,0.202116,-1.167963,-0.483728,-0.018597,25.574624,10.190771,34.713805,-0.20207,-0.743594,-0.156738,0.617793
-9.459437,1.569985,-0.120155,-1.237597,-0.462812,-0.013258,25.740949,9.737388,34.517943,-0.206192,-0.741537,-0.159544,0.618185
-9.442373,1.319864,-0.516628,-1.297701,-0.491559,-0.012224,25.873675,9.563699,34.674892,-0.210503,-0.739341,-0.162464,0.618603
-9.422001,0.725334,-0.818397,-1.257404,-0.509351,-0.013186,26.042363,9.420083,34.517894,-0.214699,-0.73711,-0.16527,0.619078
-9.788628,0.150091,-0.697137,-1.101432,-0.503079,-0.025655,26.025495,9.250093,34.657674,-0.218406,-0.734998,-0.167736,0.619631
-10.253841,0.0183,-0.533279,-0.914657,-0.495249,-0.055671,26.037622,8.800606,34.440186,-0.221493,-0.733027,-0.16984,0.620295
-10.418461,0.027897,-0.229313,-0.735481,-0.489073,-0.066209,26.054775,8.505812,34.245839,-0.224035,-0.731208,-0.171542,0.621061
-10.400902,0.7046,-0.06699,-0.622643,-0.484571,-0.063076,26.360825,8.188224,34.250212,-0.226257,-0.729491,-0.172963,0.621879
-10.31982,1.375274,-0.366465,-0.605578,-0.492802,-0.066143,26.060507,8.350543,34.233047,-0.228427,-0.727761,-0.174342,0.622728
-10.101849,1.15556,-0.726772,-0.701193,-0.544415,-0.096764,26.239504,8.222333,33.911672,-0.230826,-0.72579,-0.175992,0.623678
-9.900464,0.696659,-1.143232,-0.779838,-0.575974,-0.135943,26.52644,8.044747,34.090241,-0.23337,-0.723635,-0.177915,0.62469
-10.003866,0.259788,-1.127653,-0.742956,-0.558404,-0.155187,26.706514,7.761572,33.75168,-0.235747,-0.721532,-0.179815,0.625685
-10.110662,-0.383244,-0.918309,-0.726073,-0.540292,-0.141724,26.704952,7.761686,33.750227,-0.238092,-0.719487,-0.181651,0.62662
-9.864552,-0.698853,-0.66103,-0.608585,-0.52801,-0.135454,26.544753,7.594853,33.878626,-0.24011,-0.717577,-0.183191,0.627592
-9.722037,-0.579042,-0.401922,-0.45437,-0.483699,-0.109987,26.709223,7.606431,33.735899,-0.241724,-0.715931,-0.184323,0.62852
-9.832178,0.337081,-0.275912,-0.344768,-0.467423,-0.103405,27.027101,7.304198,33.577378,-0.243036,-0.714429,-0.18518,0.629471
-9.912246,1.264351,0.19707,-0.357034,-0.496131,-0.161421,26.74369,7.636481,33.420393,-0.244261,-0.712797,-0.186199,0.630545
-9.610445,1.590724,0.224372,-0.508454,-0.5081,-0.196768,26.558093,7.610178,33.717237,-0.245829,-0.710961,-0.187677,0.63157
-9.317144,1.58449,0.085112,-0.649095,-0.485836,-0.186136,26.610149,7.50027,33.225994,-0.247794,-0.709046,-0.189491,0.632413
-9.221558,1.143742,0.080497,-0.746706,-0.45931,-0.179167,26.569455,7.470723,33.535746,-0.250023,-0.707098,-0.191551,0.633095
-9.244635,0.157855,0.454549,-0.768241,-0.456242,-0.163255,26.758578,7.651683,33.260483,-0.252343,-0.705138,-0.193621,0.63373
-9.466822,-0.278929,0.569202,-0.653942,-0.449512,-0.153206,26.908457,7.183199,33.223085,-0.254365,-0.703306,-0.195386,0.634416
-9.975953,-0.258011,0.406388,-0.442417,-0.437757,-0.151396,27.224003,7.191062,33.099087,-0.255799,-0.701708,-0.196632,0.635224
-10.352053,-0.072178,0.180859,-0.250793,-0.424636,-0.123887,26.942515,7.058315,32.88887,-0.256763,-0.700351,-0.197339,0.636112
-10.391992,0.105433,-0.350794,-0.102472,-0.420894,-0.104989,26.942098,6.903396,32.870182,-0.257365,-0.699165,-0.19763,0.637083
-10.116075,0.479859,-0.278469,0.003945,-0.39666,-0.108367,27.092073,7.054709,32.906116,-0.257649,-0.698142,-0.197688,0.63807
-10.000927,0.745297,0.041426,-0.000934,-0.36416,-0.103557,26.904899,7.02857,33.201539,-0.257934,-0.697197,-0.197777,0.63896
-9.757698,0.488746,0.598295,-0.082553,-0.379195,-0.09196,27.280862,7.080713,32.612045,-0.258482,-0.696138,-0.198023,0.639817
-9.445849,0.345262,1.12794,-0.108802,-0.387123,-0.093874,27.279277,7.080852,32.610641,-0.259103,-0.695027,-0.198331,0.640677
-9.546266,0.619096,1.11206,-0.09182,-0.382074,-0.083708,27.614049,6.948606,32.312309,-0.259699,-0.693953,-0.198573,0.641525
-9.696086,0.48073,0.366301,-0.03479,-0.357803,-0.076376,27.563856,6.593502,32.75039,-0.260138,-0.693004,-0.198678,0.64234
-9.779765,0.103349,0.11848,0.162704,-0.3079,-0.068767,27.463666,6.642348,32.257658,-0.260019,-0.692387,-0.198318,0.643165
-9.893822,0.531688,0.278283,0.367881,-0.263149,-0.084082,27.598776,6.778446,32.453503,-0.259275,-0.692077,-0.197528,0.644041
-9.920418,1.385271,0.530528,0.48822,-0.239239,-0.095609,27.933979,6.801125,32.173847,-0.25816,-0.691939,-0.196487,0.644955
-9.849166,1.784172,0.649719,0.477229,-0.248431,-0.118327,27.757589,7.100475,32.342699,-0.257026,-0.691747,-0.195525,0.645906
-9.864626,1.619583,0.674616,0.389237,-0.256294,-0.159697,27.929148,6.801573,32.169693,-0.256031,-0.691412,-0.194888,0.646851
-9.914242,1.287332,0.710698,0.307495,-0.279922,-0.195771,28.083927,6.952452,32.209814,-0.255181,-0.690907,-0.194532,0.647833
-9.827404,0.688426,0.773741,0.290466,-0.297689,-0.222115,28.079496,7.10779,32.224341,-0.254322,-0.690318,-0.194273,0.648876
-9.587802,0.333832,1.001645,0.364691,-0.29323,-0.219588,28.219033,7.088545,32.405651,-0.253264,-0.689813,-0.193824,0.64996
-9.319605,0.458245,1.157223,0.486517,-0.268336,-0.207637,28.516835,7.236375,32.457477,-0.251888,-0.689499,-0.193057,0.651054
-9.200637,0.905151,1.229335,0.600625,-0.238726,-0.192627,28.513569,7.236641,32.454684,-0.250222,-0.689382,-0.191987,0.652137
-9.322193,1.234298,1.328401,0.65303,-0.208579,-0.19554,27.700605,7.643338,32.307714,-0.248384,-0.689387,-0.190819,0.653176
-9.557074,1.313332,1.080455,0.622065,-0.188188,-0.201359,27.728764,7.965355,32.396487,-0.246598,-0.689406,-0.189764,0.654139
-9.841654,1.197718,0.911256,0.564867,-0.182396,-0.22063,27.44194,8.14079,32.337888,-0.244911,-0.689368,-0.188912,0.65506
-9.999052,1.264596,0.793733,0.475033,-0.180828,-0.25474,27.536208,8.288608,32.330198,-0.243377,-0.68922,-0.188382,0.655939
-9.945185,1.362416,0.791713,0.374601,-0.167867,-0.289941,27.658015,8.114478,32.488883,-0.242014,-0.688981,-0.188215,0.656742
-9.700139,1.072744,0.902354,0.238421,-0.132955,-0.302343,27.674884,8.284481,32.349091,-0.240959,-0.688691,-0.188464,0.657362
-9.218285,0.734584,0.981801,0.14413,-0.115846,-0.30914,27.82965,8.435477,32.389228,-0.240126,-0.688349,-0.18899,0.657874
-8.990045,0.593062,1.015526,0.170117,-0.105084,-0.308179,27.65085,8.424756,32.519262,-0.239218,-0.688058,-0.189457,0.658375
-9.35682,0.474706,0.857591,0.224264,-0.098827,-0.296046,27.823641,8.590735,32.402342,-0.238189,-0.687843,-0.189758,0.658886
-9.751519,0.216365,0.316734,0.289206,-0.089941,-0.303729,27.846938,8.760423,32.268113,-0.236956,-0.687707,-0.189922,0.659425
-9.930988,0.220873,-0.208394,0.372583,-0.094521,-0.310459,27.676552,8.904154,32.423841,-0.235484,-0.687632,-0.189884,0.660041
-10.073714,0.40206,-0.334737,0.445196,-0.104192,-0.322378,27.523822,8.907971,32.403784,-0.233793,-0.687589,-0.189681,0.660745
-10.119445,0.828812,-0.364164,0.440576,-0.125312,-0.348594,27.671751,8.904365,32.419658,-0.232064,-0.687465,-0.18954,0.661523
-10.116567,0.789656,-0.186295,0.347932,-0.151273,-0.372864,27.971181,9.051904,32.472872,-0.230539,-0.68717,-0.189678,0.662323
-10.137456,0.244736,-0.285158,0.215307,-0.167319,-0.398571,27.846999,9.380196,32.341478,-0.229313,-0.686693,-0.190216,0.663089
-9.900339,-0.432827,-0.316429,0.185931,-0.172817,-0.428804,27.846582,9.225271,32.322789,-0.228088,-0.68615,-0.190906,0.663873
-9.643199,-0.568138,0.382188,0.256836,-0.146024,-0.446201,27.697876,9.53882,32.342892,-0.226608,-0.685723,-0.191483,0.664655
-9.545041,-0.102744,0.537624,0.329044,-0.086095,-0.437091,27.844975,9.225329,32.3214,-0.224916,-0.68552,-0.191899,0.66532
-9.676643,-0.011435,0.575908,0.392254,-0.041078,-0.413538,27.884373,9.875072,32.083328,-0.223081,-0.685504,-0.192125,0.665888
-9.884064,-0.247026,0.444955,0.461496,-0.002005,-0.4043,27.696691,9.69379,32.36019,-0.221053,-0.685655,-0.192181,0.666393
-10.011242,-0.81111,0.145062,0.564442,0.070889,-0.404565,27.69112,10.003754,32.391996,-0.218692,-0.686082,-0.192032,0.666775
-10.075327,-1.245003,0.084314,0.715318,0.174813,-0.404947,27.56124,10.022499,32.219032,-0.215846,-0.686903,-0.191579,0.666988
-10.289718,-0.969166,0.507609,0.944842,0.283305,-0.433743,27.698359,10.313487,32.434943,-0.212226,-0.68817,-0.190692,0.667097
-10.612583,-0.185653,1.025387,1.134075,0.416063,-0.451791,27.214862,10.759328,32.753395,-0.20795,-0.689913,-0.189467,0.666992
-10.963504,0.58616,1.124025,1.142539,0.541607,-0.447559,27.228983,11.084251,32.629476,-0.203564,-0.691978,-0.188305,0.666536
-11.003826,0.384563,1.308653,1.038588,0.617573,-0.42492,27.075853,10.933072,32.590725,-0.199457,-0.694157,-0.187408,0.665764
-10.720514,0.001535,1.498221,0.921057,0.653327,-0.392404,27.078681,11.397834,32.648188,-0.195723,-0.696345,-0.186753,0.66477
-10.355959,0.103785,1.590785,0.851432,0.662907,-0.346863,26.889193,11.681111,32.978189,-0.192286,-0.698525,-0.186159,0.663652
-9.8618,0.299465,1.285178,0.746743,0.640378,-0.310706,26.444037,11.847445,32.947972,-0.189242,-0.700582,-0.185717,0.662481
-9.674352,0.410984,0.890955,0.620077,0.619176,-0.28394,26.436272,11.847243,32.940894,-0.186627,-0.702501,-0.185511,0.661247
-9.690145,0.273075,1.179314,0.563391,0.553842,-0.254579,26.406176,12.281821,33.315282,-0.184289,-0.704223,-0.185322,0.660124
-9.848045,0.268695,1.23546,0.519052,0.490682,-0.206729,26.255474,12.440468,33.315307,-0.182241,-0.705777,-0.185068,0.659103
-9.898657,0.547769,1.037043,0.460727,0.419523,-0.178631,26.234389,12.425199,33.469451,-0.180477,-0.707122,-0.184834,0.658212
-9.971018,0.762444,0.609018,0.386854,0.3845,-0.156423,26.086078,12.893674,33.508281,-0.178999,-0.708337,-0.184703,0.657345
-10.245281,0.881459,0.228259,0.317794,0.339156,-0.137742,26.093357,12.739154,33.496792,-0.177794,-0.7094,-0.184665,0.656537
-10.553096,0.892742,-0.380307,0.132978,0.241546,-0.126534,25.806009,12.761656,33.299557,-0.1772,-0.710091,-0.185,0.655855
-10.674236,0.397688,-0.848962,-0.143442,0.215126,-0.1506,25.789558,12.746572,33.458029,-0.177326,-0.710507,-0.186094,0.655061
-11.119037,0.703243,-0.912643,-0.307513,0.248839,-0.164812,25.785809,13.05614,33.491086,-0.177847,-0.710883,-0.18767,0.654061
-11.277386,2.077341,-0.343111,-0.384611,0.221703,-0.11078,25.611746,12.889591,33.606415,-0.178743,-0.711172,-0.18927,0.653041
-10.703507,3.23079,0.146373,-0.518414,0.157426,-0.023127,25.631236,12.904831,33.450866,-0.180285,-0.711264,-0.190921,0.652035
-9.878972,3.409823,0.239777,-0.778768,0.081565,0.067368,25.620455,12.735161,33.596395,-0.182833,-0.711041,-0.192929,0.650977
-9.294298,2.865952,0.030656,-1.056531,0.021085,0.130283,25.778448,12.591182,33.429284,-0.186352,-0.710503,-0.195424,0.649822
-9.118223,2.142804,-0.293338,-1.266387,0.004748,0.153173,25.600129,12.410142,33.71459,-0.190517,-0.70977,-0.198373,0.64852
-9.24277,1.593892,-0.626754,-1.351231,-0.011997,0.138509,25.451212,12.104196,33.661455,-0.194886,-0.7089,-0.201559,0.647189
-9.389215,1.42397,-0.901676,-1.363374,-0.045997,0.131874,25.435858,11.93425,33.802687,-0.199293,-0.707907,-0.204762,0.645928
-9.168493,1.174717,-1.259727,-1.357152,-0.057768,0.15887,25.430899,11.779225,33.779644,-0.203753,-0.706888,-0.207859,0.644662
-8.908139,0.769366,-1.44411,-1.26931,-0.0057,0.196175,25.280043,11.318305,33.706379,-0.208016,-0.706079,-0.210668,0.643274
-8.972176,0.461226,-1.318115,-1.078004,0.033623,0.212353,25.277028,11.318265,33.70348,-0.211753,-0.705519,-0.212978,0.641906
-9.220861,0.14844,-1.016355,-0.854155,0.081551,0.223403,24.964348,11.310754,33.830426,-0.214858,-0.705261,-0.214732,0.640572
-9.232795,0.06319,-0.833777,-0.678073,0.11423,0.265384,24.934676,10.81585,34.09571,-0.217552,-0.705259,-0.215955,0.639253
-8.922023,0.379559,-0.847142,-0.582417,0.128602,0.303634,24.810477,10.84976,33.754252,-0.220065,-0.7054,-0.216844,0.637935
-8.749367,0.627036,-0.930221,-0.542203,0.136823,0.325532,24.628582,10.513504,34.018076,-0.222513,-0.705608,-0.217577,0.636605
-8.776558,0.410834,-1.250286,-0.532906,0.125503,0.365937,24.487988,10.532374,33.83511,-0.225044,-0.705825,-0.218164,0.635272
-8.580917,0.041044,-1.659909,-0.489789,0.179133,0.417209,24.475969,10.517261,33.997951,-0.227533,-0.706251,-0.21855,0.633777
-8.425022,-0.106045,-1.670916,-0.394278,0.240277,0.436231,24.326947,10.211138,33.944837,-0.229751,-0.706924,-0.218699,0.632174
-8.479493,-0.277925,-1.443505,-0.266346,0.280321,0.421483,24.308606,10.041157,34.083167,-0.231542,-0.707793,-0.218608,0.630578
-8.767916,-0.442193,-1.24346,-0.194074,0.313946,0.394514,23.867291,10.067562,33.864326,-0.233036,-0.708781,-0.218444,0.628972
-8.881512,-0.506776,-1.126532,-0.192782,0.335958,0.359777,23.982593,10.033708,34.196959,-0.234422,-0.70979,-0.218391,0.627335
-9.070442,-0.555802,-0.83836,-0.174171,0.319095,0.328642,23.664542,9.716299,34.282194,-0.235692,-0.710744,-0.218363,0.625788
-9.004774,-0.333659,-0.768334,-0.260173,0.235886,0.289562,23.350584,9.863498,34.426457,-0.237176,-0.711378,-0.218575,0.624431
-8.49858,-0.249188,-1.371617,-0.377548,0.220582,0.306342,23.3619,9.568895,34.226189,-0.239039,-0.711879,-0.219011,0.622995
-8.377193,0.223967,-1.27,-0.312715,0.251166,0.330001,23.316429,9.368592,34.687341,-0.240754,-0.712531,-0.21925,0.621504
-9.18584,-1.71302,0.792488,-0.010082,0.27752,0.342995,23.465705,9.209993,34.685823,-0.241628,-0.713529,-0.218748,0.620195
-9.966159,-4.092617,1.462969,0.183494,0.178346,0.275695,23.465705,9.209993,34.685823,-0.241871,-0.714402,-0.217878,0.6194
-9.744384,-2.884604,1.43836,0.255265,0.018827,0.16068,23.05097,9.209706,34.24746,-0.24177,-0.714852,-0.217007,0.619227
-9.044345,-1.666772,0.707172,0.200357,-0.083173,0.148663,22.945389,9.103911,34.266304,-0.241883,-0.714995,-0.216202,0.619299
-9.257974,-1.759051,1.022263,0.296219,-0.105685,0.135574,22.587369,9.040119,34.241252,-0.241719,-0.715164,-0.215179,0.619525
-9.902668,-3.494592,3.051088,0.415773,-0.24181,0.054349,22.864446,9.179542,34.255852,-0.24114,-0.715043,-0.213964,0.62031
