timestamp,x,y,z
73482.2,0.107680865,9.609919,1.380708
73487.1,0.1196454,9.597955,1.3376356
73492,0.12921704,9.648206,1.40703
73496.9,0.105287954,9.60274,1.3759222
73501.8,0.12443122,9.607526,1.4213874
73506.6,0.15793194,9.56924,1.433352
73511.5,0.1459674,9.581204,1.3950654
73516.4,0.16750357,9.578811,1.3878866
73521.2,0.18664683,9.576418,1.3496002
73526.1,0.18664683,9.56206,1.3663505
73531,0.17468229,9.54531,1.304135
73535.9,0.16032484,9.5907755,1.3400285
73540.8,0.19143265,9.621883,1.3232782
73545.6,0.18425392,9.648206,1.3735292
73550.5,0.1172525,9.662563,1.3974583
73555.4,0.13160995,9.708028,1.4189945
73560.2,0.15553902,9.667349,1.4524952
73565.1,0.10050214,9.629062,1.4237803
73570,0.15075321,9.609919,1.483603
73574.9,0.16032484,9.566847,1.5266753
73579.8,0.15314612,9.605133,1.5123179
73584.6,0.09332342,9.576418,1.4931747
73589.5,0.1483603,9.538132,1.4620669
73594.4,0.11485959,9.557275,1.4620669
73599.2,0.15553902,9.530953,1.4477094
73604.1,0.13878867,9.5405245,1.4979604
73609,0.1483603,9.473523,1.483603
73613.9,0.13878867,9.521381,1.5218896
73618.8,0.12921704,9.4998455,1.4859959
73623.6,0.12921704,9.542917,1.457281
73628.5,0.15553902,9.478309,1.4357449
73633.4,0.17946811,9.478309,1.4429235
73638.2,0.16989647,9.514202,1.4883888
73643.1,0.15075321,9.487881,1.4883888
73648,0.16032484,9.4998455,1.3735292
73652.9,0.13639577,9.595561,1.3208853
73657.8,0.13878867,9.688885,1.2993491
73662.6,0.13160995,9.70085,1.2634555
73667.5,0.17707519,9.748708,1.2443122
73672.4,0.1196454,9.782208,1.1844895
73677.2,0.13878867,9.873138,1.2203832
73682.1,0.13400285,9.844424,1.2419193
73687,0.11246668,9.765458,1.2490981
73691.9,0.12443122,9.758279,1.2323477
73696.8,0.107680865,9.755886,1.3184924
73701.6,0.028714897,9.818102,1.3735292
73706.5,0,9.832459,1.4118158
73711.4,0.05025107,9.839638,1.40703
73716.2,0.06460852,9.803744,1.3950654
73721.1,0.023929082,9.686492,1.4118158
73726,0.033500712,9.710421,1.4022441
73730.9,0.06221561,9.652991,1.4022441
73735.8,0.13878867,9.669742,1.3783151
73740.6,0.15314612,9.6003475,1.4213874
73745.5,0.16989647,9.607526,1.3902797
73750.4,0.2057901,9.5405245,1.4166015
73755.2,0.1483603,9.58599,1.380708
73760.1,0.21536173,9.56206,1.40703
73765,0.25604117,9.581204,1.3783151
73769.9,0.27039862,9.614705,1.3759222
73774.8,0.28475606,9.708028,1.3878866
73779.6,0.22014755,9.70085,1.457281
73784.5,0.24646953,9.763065,1.5649619
73789.4,0.208183,9.760673,1.665464
73794.2,0.19621846,9.688885,1.746823
73799.1,0.15793194,9.487881,1.7276796
73804,0.09810923,9.332341,1.6846073
73808.9,0.17468229,9.277305,1.6319634
73813.8,0.08135887,9.291662,1.4620669
73818.6,0.05025107,9.365842,1.380708
73823.5,0.09571633,9.5907755,1.2490981
73828.4,0.13160995,9.86596,1.1150951
73833.2,0.234505,10.066964,1.067237
73838.1,0.22732627,10.174645,1.1150951
73842,0.2991135,10.241647,1.1581675
73846.8,0.27997026,10.267968,1.2299547
73851.5,0.30868515,10.179431,1.1916683
73856.2,0.31107804,10.119608,1.1892753
73861,0.2632199,9.99757,1.1820966
73865.8,0.2680057,9.918604,1.1366314
73870.5,0.24407662,9.779816,1.1414171
73875.2,0.15553902,9.6912775,1.196454
73881,0.13639577,9.538132,1.2179902
73885.9,0.110073775,9.408915,1.251491
73890.8,0.07896597,9.296448,1.3113136
73895.6,0.071787246,9.172017,1.3567789
73900.5,0.047858164,9.095444,1.3424214
73905.4,0.031107806,9.112194,1.4118158
73910.2,0.08375178,9.121766,1.4166015
73915.1,0.08614469,9.15766,1.4429235
73920,0.088537596,9.172017,1.4764243
73924.9,0.07657306,9.210303,1.4907818
73929.8,0.10050214,9.267733,1.5051392
73934.6,0.1172525,9.32277,1.5841051
73939.5,0.15793194,9.365842,1.6271775
73944.4,0.16032484,9.291662,1.6558924
73949.2,0.09810923,9.294055,1.6750357
73954.1,0.13878867,9.270126,1.746823
73959,0.107680865,9.2988405,1.8138243
73963.9,0.16271774,9.272519,1.8616825
73968.8,0.13639577,9.301233,1.8353605
73973.6,0.15793194,9.277305,1.8880045
73978.5,0.15553902,9.277305,1.8951832
73983.4,0.16032484,9.294055,1.9119335
73988.2,0.16032484,9.267733,1.8664683
73993.1,0.19382556,9.320377,1.926291
73998,0.19143265,9.361056,1.8592896
74002.9,0.19621846,9.399343,1.8425392
74007.8,0.19861138,9.466345,1.742037
74012.6,0.18664683,9.533346,1.715715
74017.5,0.16989647,9.607526,1.6870002
74022.4,0.21536173,9.652991,1.6726427
74027.2,0.2368979,9.674527,1.6630712
74032.1,0.2632199,9.621883,1.6463208
74037,0.2632199,9.576418,1.6846073
74041.9,0.2584341,9.487881,1.6989647
74046.8,0.19861138,9.456773,1.7037506
74051.6,0.22732627,9.4495945,1.7109293
74056.5,0.25364825,9.423272,1.7563945
74061.4,0.24886245,9.406522,1.8186102
74066.2,0.22014755,9.384986,1.8449322
74071.1,0.18903974,9.394557,1.9191123
74076,0.13639577,9.43763,1.9358627
74080.9,0.107680865,9.461558,1.926291
74085.8,0.16032484,9.43763,1.9813279
74090.6,0.12921704,9.497452,2.0028641
74095.5,0.13400285,9.514202,2.029186
74100.4,0.110073775,9.483095,2.0363648
74105.2,0.12443122,9.420879,2.0507221
74110.1,0.16271774,9.406522,2.0267932
74115,0.10050214,9.428058,2.00765
74119.9,0.13878867,9.466345,1.9669704
74124.8,0.13400285,9.483095,1.9645776
74129.6,0.15553902,9.475916,1.9238981
74134.5,0.14118157,9.440022,1.9717562
74139.4,0.10289505,9.4495945,1.899969
74144.2,0.07418015,9.432844,1.8856115
74149.1,0.12921704,9.447201,1.8951832
74154,0.14118157,9.4998455,1.849718
74158.9,0.19861138,9.451987,1.8353605
74163.8,0.20100428,9.435237,1.8568966
74168.6,0.24168372,9.356271,1.9143264
74173.5,0.24646953,9.320377,1.8856115
74178.4,0.2584341,9.277305,1.9813279
74183.2,0.24646953,9.32277,2.0267932
74188.1,0.19382556,9.353878,1.9813279
74193,0.20339718,9.420879,1.8592896
74197.9,0.18186101,9.466345,1.8832186
74202.8,0.13400285,9.552489,1.9550059
74207.6,0.14118157,9.664956,1.7348584
74212.5,0.08135887,9.770244,1.6319634
74217.4,0.110073775,9.794173,1.586498
74222.2,0.14357449,9.739136,1.4740313
74227.1,0.12682413,9.743921,1.6439278
74232,0.15314612,9.748708,1.4692456
74236.9,0.13160995,9.760673,1.61282
74241.8,0.18186101,9.731957,1.5529974
74246.6,0.19382556,9.710421,1.4907818
74251.5,0.15553902,9.777423,1.5793194
74256.4,0.25604117,9.705635,1.4524952
74261.2,0.22493336,9.779816,1.5793194
74266.1,0.27518442,9.784601,1.5386399
74271,0.19382556,9.796566,1.5841051
74275.9,0.19861138,9.851603,1.5338541
74280.8,0.21057591,9.846817,1.4237803
74285.6,0.105287954,9.837245,1.6080343
74290.5,0.14357449,9.820495,1.5697477
74295.4,0.09571633,9.815709,1.6056414
74300.2,0.06221561,9.782208,1.5673548
74305.1,0.13160995,9.727171,1.5553902
74310,0.028714897,9.731957,1.8042527
74314.9,0.11485959,9.652991,1.6606783
74319.8,0.09093051,9.607526,1.6941789
74324.6,0.19143265,9.621883,1.6247846
74329.5,0.15553902,9.578811,1.6582853
74334.4,0.28475606,9.511809,1.6774286
74339.2,0.30629224,9.490273,1.7683591
74344.1,0.24646953,9.518989,1.7611804
74349,0.3852582,9.43045,1.7013576
74353.9,0.2991135,9.43763,1.7755378
74358.8,0.26082698,9.4495945,1.8736471
74363.6,0.2656128,9.444808,1.7875023
74368.5,0.27518442,9.45438,1.849718
74373.4,0.2632199,9.495059,1.8856115
74378.2,0.27039862,9.483095,1.7994668
74383.1,0.21536173,9.492666,1.7372513
74387,0.27039862,9.516596,1.7731448
74391.8,0.2392908,9.530953,1.7348584
74396.5,0.28236315,9.487881,1.6870002
74401.2,0.21536173,9.487881,1.6582853
74406,0.2584341,9.502238,1.562569
74410.8,0.28714898,9.514202,1.6511066
74415.5,0.21296883,9.559668,1.6199988
74420.2,0.23211208,9.521381,1.6056414
74426,0.18903974,9.574025,1.6056414
74430.9,0.16989647,9.523774,1.5529974
74435.8,0.20339718,9.538132,1.4740313
74440.6,0.21057591,9.554882,1.5075321
74445.5,0.18664683,9.588383,1.483603
74450.4,0.2057901,9.626669,1.4692456
74455.2,0.22971918,9.633848,1.5123179
74460.1,0.21296883,9.70085,1.5147108
74465,0.2632199,9.70085,1.4979604
74469.9,0.2584341,9.712814,1.4668527
74474.8,0.2967206,9.624276,1.4883888
74479.6,0.27279153,9.657777,1.5290682
74484.5,0.28236315,9.593168,1.5338541
74489.4,0.27997026,9.578811,1.5673548
74494.2,0.25364825,9.566847,1.5482116
74499.1,0.28714898,9.526167,1.6080343
74504,0.2368979,9.473523,1.5912839
74508.9,0.2392908,9.459166,1.6870002
74513.8,0.20339718,9.401736,1.6798215
74518.6,0.11485959,9.432844,1.691786
74523.5,0.09571633,9.373021,1.7563945
74528.4,0.071787246,9.351485,1.7635733
74533.2,0.14357449,9.346699,1.7396442
74538.1,0.12203831,9.303627,1.7228938
74543,0.1459674,9.32277,1.7827165
74547.9,0.10289505,9.334735,1.7851094
74552.8,0.17228939,9.363449,1.6367491
74557.6,0.23211208,9.411307,1.5721406
74562.5,0.28475606,9.45438,1.3926725
74567.4,0.24646953,9.5500965,1.4764243
74572.2,0.34218585,9.66017,1.3567789
74577.1,0.32064968,9.743921,1.4094229
74582,0.28714898,9.69367,1.4764243
74586.9,0.34218585,9.638634,1.5793194
74591.8,0.24407662,9.67692,1.7492158
74596.6,0.2392908,9.597955,1.9956853
74601.5,0.22971918,9.578811,1.8616825
74606.4,0.11485959,9.60274,1.9382555
74611.2,0.06460852,9.588383,2.084223
74616.1,0.110073775,9.530953,1.9956853
74621,0.045465253,9.576418,2.0387578
74625.9,-0.014357449,9.588383,2.1033661
74630.8,0.011964541,9.564454,2.0626867
74635.6,0.05025107,9.533346,2.057901
74640.5,0.12443122,9.530953,1.9502201
74645.4,0.107680865,9.497452,1.87604
74650.2,0.20100428,9.473523,1.8951832
74655.1,0.16032484,9.504631,1.8712541
74660,0.13160995,9.440022,1.9478272
74664.9,0.14118157,9.408915,1.9550059
74669.8,0.19382556,9.406522,2.0387578
74674.6,0.234505,9.332341,2.1488314
74679.5,0.24168372,9.260554,2.2254045
74684.4,0.22014755,9.186374,2.2565124
74689.2,0.17707519,9.193553,2.3211207
74694.1,0.1196454,9.210303,2.3450499
74699,0.110073775,9.167231,2.4120514
74703.9,0.045465253,9.1983385,2.4838386
74708.8,0.05025107,9.219875,2.4670882
74713.6,-0.031107806,9.239018,2.5580187
74718.5,-0.019143265,9.169623,2.6010911
74723.4,-0.05025107,9.01887,2.6633067
74728.2,-0.09571633,9.021263,2.6968074
74733.1,-0.069394335,8.923154,2.7470584
74738,-0.031107806,8.89444,2.7877378
74742.9,0.009571632,8.777187,2.7183435
74747.8,0.069394335,8.691042,2.7494514
74752.6,0.057429794,8.506788,2.7374868
74757.5,0.14357449,8.293819,2.6944146
74762.4,0.20339718,8.140674,2.759023
74767.2,0.27518442,8.052135,2.8068812
74772.1,0.40200856,7.994706,2.9193478
74777,0.33979294,7.9516335,2.9935281
74781.9,0.1483603,7.839167,3.0318146
74786.8,0.09093051,7.6214123,3.1442811
74791.6,0.1483603,7.391693,3.2184613
74796.5,0.110073775,7.2217965,3.3333209
74801.4,0.12682413,7.1643667,3.2950344
74806.2,0.088537596,7.1476164,3.2471762
74811.1,0.19621846,7.0662575,3.204104
74816,0.20100428,7.1787243,2.998314
74820.9,-0.03828653,7.130866,2.6345918
74825.8,-0.20339718,6.798252,2.4910173
74830.6,-0.05025107,6.5733185,2.4694812
74835.5,-0.011964541,6.5278535,2.5651975
74840.4,0.08375178,6.5804973,2.4670882
74845.2,0.069394335,6.463245,2.4335876
74850.1,0.07657306,6.405815,2.500589
74855,0.016750356,6.2837768,2.4335876
74859.9,-0.004785816,6.2167754,2.4599094
74864.8,0.09571633,6.1330233,2.5101607
74869.6,-0.014357449,6.1617384,2.6992004
74874.5,0.007178724,6.0684147,2.8690968
74879.4,0.011964541,5.8363028,2.9049904
74884.2,0.34457877,5.7429795,2.866704
74889.1,-0.057429794,5.4630094,2.8762755
74894,0.014357449,5.549154,3.1036017
74898.9,0.09571633,5.5754757,2.8451676
74903.8,0.107680865,5.5635114,2.7685947
74908.6,0.12443122,5.565904,2.8068812
74913.5,0.110073775,5.6376915,2.7997024
74918.4,0.1172525,5.989449,2.7039862
74923.2,0.208183,6.1784887,2.708772
74928.1,0.08135887,6.4488873,2.761416
74932,0.031107806,6.558961,2.7135577
74936.8,-0.088537596,6.6786065,2.6154485
74941.5,-0.2584341,6.6474986,2.526911
74946.2,-0.27997026,6.824574,2.392908
74951,-0.2368979,6.78868,2.371372
74955.8,-0.21536173,7.001649,2.4814458
74960.5,-0.08375178,7.1643667,2.4479449
74965.2,-0.15075321,7.291191,2.5819478
74971,0.31107804,7.3773355,2.5628045
74975.9,-0.08135887,7.0973654,2.6728783
74980.8,0.22971918,7.049507,2.6154485
74985.6,0.045465253,7.085401,2.7805593
74990.5,0.045465253,6.7527866,3.278284
74995.4,-0.067001425,6.3627424,3.5103962
75000.2,-0.15553902,5.89134,3.567826
75005.1,-0.2392908,5.592226,3.6108983
75010,-0.18903974,5.549154,3.4553592
75014.9,-0.13160995,5.5084743,3.330928
75019.8,0.026321989,5.7860518,3.280677
75024.6,0.46183127,6.1425953,3.2639267
75029.5,0.3828653,6.31967,2.81406
75034.4,0.8566611,6.826967,2.8260245
75039.2,0.28475606,7.2481184,2.3785505
75044.1,0.4115802,7.554411,2.5077677
75049,0.31825677,8.104779,2.4048727
75053.9,0.61497736,7.98992,2.2254045
75058.8,0.57908374,7.7458434,2.4288018
75063.6,0.5551547,7.9277043,2.3211207
75068.5,0.44747382,7.9324903,2.4288018
75073.4,0.39961565,7.9133472,2.8499537
75078.2,0.21296883,7.8702745,2.9767776
75083.1,0.002392908,7.829595,3.0653152
75088,-0.10050214,7.810452,3.2160685
75092.9,-0.016750356,7.6716633,3.3644288
75097.8,-0.650871,7.5568037,4.1421237
75102.6,-0.48336744,7.6214123,4.455595
75107.5,-0.6819788,7.9324903,4.450809
75112.4,-0.58626246,7.8702745,4.0799084
75117.2,-0.5288327,7.6764493,3.7305436
75122.1,-0.20339718,8.001884,3.3955367
75127,-0.18186101,8.557039,3.3692145
75131.9,-0.05025107,9.229446,3.5702188
75136.8,0.045465253,9.703242,3.5869691
75141.6,-0.040679436,10.076536,3.5247536
75146.5,0.08614469,10.239254,3.7927594
75151.4,-0.33740005,10.454616,4.113409
75156.2,-0.10289505,10.421115,4.115802
75161.1,-0.1459674,10.12918,4.2593765
75166,-0.6532639,9.999963,4.448416
75170.9,-0.5264398,10.198574,4.5154176
75175.8,-0.7657306,10.210539,5.0897155
75180.6,-0.89734054,10.464187,5.829124
75185.5,-1.1079165,10.650834,5.984663
75190.4,-1.2179902,10.887732,6.2670264
75195.2,-1.1055236,10.815945,6.6307483
75200.1,-0.7776951,10.959519,6.7408223
75205,-0.54558307,11.127023,7.004042
75209.9,-0.4139731,11.497924,7.212225
75214.8,-0.18186101,11.928647,7.037543
75219.6,-0.15314612,12.26844,6.6307483
75224.5,0.040679436,12.593875,6.190453
75229.4,0.21057591,13.01742,6.3675284
75234.2,0.22493336,13.639576,6.5158887
75239.1,0.21296883,14.266518,6.511103
75244,0.14118157,14.5393095,6.4441013
75248.9,0.16271774,14.821672,6.424958
75253.8,0.057429794,14.98439,6.848503
75258.6,-0.026321989,15.276325,7.1835103
75263.5,-0.3230426,15.4845085,7.5089455
75268.4,-0.45465255,15.754907,7.542446
75273.2,-0.6676214,15.759693,7.887025
75278.1,-0.911698,16.305275,8.401501
75283,-1.1797037,16.676176,8.628826
75287.9,-1.3831009,17.025541,8.77958
75292.8,-1.222776,17.293547,8.633613
75297.6,-1.4381378,17.714699,9.045193
75302.5,-0.4450809,17.745806,9.475916
75307.4,-0.9667349,18.423,9.183981
75312.2,-8.332106,17.674019,9.475916
75317.1,3.4290373,19.717564,8.279462
75322,0.43790218,19.547667,9.406522
75326.9,0.49054617,19.92096,8.691042
75331.8,0.19621846,19.607489,9.105016
75336.6,0.8255533,20.320576,9.009299
75341.5,1.8521109,20.674726,9.5405245
75346.4,1.093559,20.49765,9.466345
75351.2,-0.74658734,20.528759,9.313198
75356.1,-0.95955616,20.380398,9.423272
75361,-0.9571632,20.023855,9.47113
75365.9,-0.95955616,20.126749,9.327556
75370.8,-0.24407662,20.236824,9.143302
75375.6,-0.30150643,20.215288,9.183981
75380.5,0.40200856,20.145893,9.069121
75385.4,0.007178724,20.045391,8.935119
75390.2,-0.33740005,19.91378,8.808294
75395.1,0.057429794,20.124357,8.628826
75400,0.07418015,20.303825,8.492431
75404.9,0.4450809,20.452185,8.265104
75409.8,0.42833054,20.590975,7.8008804
75414.6,0.34457877,20.610117,7.8989897
75419.5,0.18664683,20.672333,7.8487387
75424.4,-0.107680865,20.478508,7.7195215
75429.2,-0.40200856,20.406721,7.496981
75434.1,-0.64129937,20.614902,7.2505116
75439,-0.7130866,20.590975,6.99447
75443.9,-0.8829831,20.610117,6.774323
75448.8,-1.040915,20.677118,6.489567
75453.6,-1.0863802,20.8183,6.0253425
75458.5,-1.1677392,20.748905,5.5946193
75463.4,-1.1509888,20.782406,5.4007936
75468.2,-1.2443122,20.823086,5.053822
75473.1,-1.3519931,20.772835,4.8073525
75478,-1.3065279,20.837444,4.9317837
75482.9,-1.3065279,20.729763,5.1519313
75487.8,-1.4261732,20.823086,5.2978983
75492.6,-1.4166015,20.878122,5.467795
75497.5,-1.5793194,20.746513,5.6807637
75502.4,-1.9478272,20.52158,6.015771
75507.2,-2.2182257,19.91378,6.2335258
75512.1,-2.3259068,18.939867,6.4919596
75516,-1.902362,17.671627,6.7288575
75520.8,-1.0074143,16.14495,7.1906886
75525.5,0.33740005,14.606311,7.5448394
75530.2,1.1270597,12.897775,7.9253116
75535,1.8401463,10.136358,7.9277043
75539.8,2.0172215,7.0088277,7.760201
75544.5,1.9430413,4.115802,7.4395514
75549.2,1.5266753,1.8712541,7.4706593
75555,0.77530223,-0.18664683,7.441944
75559.9,-0.1196454,-2.0196145,7.061472
75564.8,-0.7106937,-3.6802926,6.2813835
75569.6,-1.2969562,-5.3266134,6.3675284
75574.5,-0.47140288,-6.982506,6.661856
75579.4,-0.026321989,-7.9372764,6.5302463
75584.2,1.1820966,-8.269891,6.812609
75589.1,1.301742,-8.748472,6.563747
75594,1.5960697,-8.272284,5.826731
75598.9,1.7133222,-7.0734363,5.807588
75603.8,1.3663505,-5.963127,5.534796
75608.6,0.46183127,-5.7070856,6.613998
75613.5,0.014357449,-4.886318,6.9083257
75618.4,0.27997026,-3.2998202,5.510867
75623.2,0.15793194,-2.0770442,4.2234826
75628.1,0.49054617,-2.2947989,3.5056105
75633,0.4115802,-3.0294216,2.6345918
75637.9,-0.6484781,-3.072494,2.0124357
75642.8,0.3852582,-1.6271775,1.7803236
75647.6,-0.25604117,-0.2943277,0.009571632
75652.5,-1.2562767,-0.007178724,-0.18664683
75657.4,-0.84708947,0.40440148,-0.54079723
75662.2,-0.47618872,0.21536173,-1.3854938
75667.1,-1.1557746,-0.057429794,-1.6774286
75672,-1.1222739,-0.13639577,-1.8305746
75676.9,-1.0600582,-0.09810923,-1.9837208
75681.8,-0.93084127,0.17468229,-2.1416528
75686.6,-0.84708947,0.75615895,-2.1679747
75691.5,-0.7154795,1.4931747,-2.000471
75696.4,-0.6389065,2.4383733,-1.7228938
75701.2,-0.6293348,3.1897464,-1.5194967
75706.1,-0.6006199,3.854975,-1.4524952
75711,-0.5527618,4.0990515,-1.1868824
75715.9,-0.37568656,4.0296574,-0.77530223
75720.8,-0.21057591,3.8190813,-0.31107804
75725.6,-0.052643977,3.3428926,-0.021536173
75730.5,0.0598227,2.605877,0.24646953
75735.4,0.28475606,2.0028641,0.55036885
75740.2,0.19621846,1.4907818,0.7130866
75745.1,0.21775463,0.8183746,0.49533197
75750,0.23211208,0.22732627,0.39722276
75754.9,0.09810923,-0.27757734,0.5695121
75759.8,0.05025107,-0.6101916,0.5288327
75764.6,0.2368979,-0.8614469,0.28714898
75769.5,0.3326142,-1.0576653,0.30389932
75774.4,0.23211208,-1.0744157,0.28954187
75779.2,0.39961565,-1.0457008,0.15553902
75784.1,0.4139731,-0.84230363,0.15793194
75789,0.36372203,-0.8159817,0.2392908
75793.9,0.37329367,-0.6293348,0.47140288
75798.8,0.4115802,-0.5886554,0.62454903
75803.6,0.35893622,-0.5814767,0.81119585
75808.5,0.42593765,-0.58626246,0.89494765
75813.4,0.51926106,-0.48097453,1.0768087
75818.2,0.5886554,-0.2392908,1.0361292
75823.1,0.7776951,-0.2392908,1.0720228
75828,1.1127023,-0.22732627,1.0959519
75832.9,1.0768087,-0.17707519,1.014593
75837.8,0.77530223,-0.2656128,0.9739136
75842.6,0.42115182,-0.15553902,1.2586696
75847.5,0.19143265,-0.088537596,1.2634555
75852.4,0.033500712,-0.22732627,0.8159817
75857.2,-0.19861138,-0.44747382,0.70112205
75862.1,-0.22493336,-0.5599405,0.63172776
75867,-0.36611494,-0.60779864,0.42593765
75871.9,-0.442688,-0.48576033,0.15314612
75876.8,-0.2584341,-0.2943277,-0.069394335
75881.6,-0.26082698,-0.11246668,-0.03828653
75886.5,-0.18425392,-0.088537596,0.07657306
