PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
1302,827861718,0.705538,-0.231287,-0.637276,-0.206406,-0.827763498,-10.10055637,-16.31644058,138.3270721,-77.14633179,12.54015064,-0.558105469,-0.232666016,0.675292969
1303,827870051,0.702604,-0.228573,-0.64349,-0.200064,-1.099709392,-9.213665962,-10.52157307,90.46417999,-99.08392334,9.92678833,-0.552246094,-0.227783203,0.687255859
1304,827878384,0.705302,-0.224862,-0.643321,-0.195262,5.170061588,-6.67431736,20.90589523,86.61907196,20.01394272,21.77659988,-0.550537109,-0.223388672,0.695068359
1305,827886717,0.714238,-0.222246,-0.635217,-0.192283,9.71002388,-13.46914959,44.77915955,59.53197861,158.2567902,56.18222809,-0.551757813,-0.213623047,0.673339844
1306,827895050,0.716006,-0.230559,-0.629101,-0.19599,4.519124985,-7.92918539,17.46964264,-124.5465622,64.26103973,59.84990311,-0.556640625,-0.206787109,0.657958984
1307,827903383,0.719207,-0.233966,-0.625121,-0.192942,10.61128044,4.500439167,-2.768772364,-7.513097286,47.41740417,81.00089264,-0.557617188,-0.199462891,0.651367188
1308,827911716,0.722304,-0.236649,-0.622049,-0.187967,14.76076889,7.898346424,0.463732988,18.28209877,33.27828217,90.6288681,-0.556152344,-0.184814453,0.647949219
1309,827920049,0.724749,-0.241031,-0.618071,-0.186102,14.08817387,9.393530846,-6.524246216,-29.64953804,42.41503525,75.54362488,-0.555175781,-0.172607422,0.643066406
1310,827928382,0.726631,-0.246129,-0.613532,-0.187104,9.425729752,6.25366354,-5.215846062,-64.44902802,50.90868759,53.47266769,-0.555419922,-0.163818359,0.635498047
1311,827936715,0.725997,-0.25334,-0.610299,-0.19049,3.882437229,7.255728245,-5.906283855,-110.8236008,19.26292229,36.5917778,-0.553466797,-0.160400391,0.633544922
1312,827945048,0.723203,-0.258087,-0.610823,-0.193042,2.207746267,8.27150631,-13.72506809,-76.93387604,-32.83621597,5.483772278,-0.553955078,-0.158447266,0.637451172
1313,827953381,0.719267,-0.256517,-0.615374,-0.195372,9.148314476,5.819883347,-22.58115387,-5.604743481,-66.45856476,-62.68814468,-0.555175781,-0.165283203,0.647460938
1314,827961714,0.716516,-0.245884,-0.622012,-0.198115,21.56380463,-4.540505409,-27.70756149,90.34049225,-51.30472565,-147.6463776,-0.555175781,-0.179931641,0.656494141
1315,827970047,0.713578,-0.231685,-0.630965,-0.197519,38.32374573,-8.862736702,-20.03190422,159.7149658,-77.30141449,-153.5991211,-0.557128906,-0.199462891,0.658935547
1316,827978380,0.707069,-0.227471,-0.6391,-0.19966,41.40944672,-9.398658752,3.881104469,24.37530708,-118.6456604,-100.9066391,-0.55859375,-0.214111328,0.672363281
1317,827986713,0.69855,-0.221944,-0.652449,-0.192565,28.87818718,-2.986150265,-2.793666601,126.3507843,-212.3019257,-44.46598816,-0.552978516,-0.224365234,0.695556641
1318,827995046,0.702867,-0.189996,-0.666649,-0.159567,23.53634262,-12.52747154,-31.74131584,654.2470703,-114.4385605,-1.308678985,-0.544189453,-0.215087891,0.716552734
1319,828003379,0.731027,-0.148121,-0.653393,-0.129383,19.39752388,-5.549607754,6.479561806,726.6332397,398.9262695,4.546103001,-0.545410156,-0.176513672,0.675292969
1320,828011712,0.759525,-0.122203,-0.627167,-0.12187,9.352698326,13.99814987,49.52176285,339.7892151,550.1049805,-52.98204041,-0.564941406,-0.164550781,0.580566406
1321,828020045,0.76613,-0.107486,-0.623721,-0.111655,-5.018909931,21.17794991,46.13597488,247.2612152,99.85679626,-3.113912582,-0.577392578,-0.164550781,0.519287109
1322,828028378,0.76717,-0.104963,-0.624302,-0.10336,7.201389313,23.41511154,18.71836662,100.4029617,-6.190989017,66.75272369,-0.576416016,-0.157714844,0.512939453
1323,828036711,0.766475,-0.105549,-0.626589,-0.093623,5.159764767,9.334778786,9.269916534,79.89357758,-45.59593201,103.7371368,-0.574462891,-0.140136719,0.514892578
1324,828045044,0.763129,-0.110218,-0.630797,-0.087084,1.666440964,-3.245832205,0.954583108,7.938463211,-89.29891968,98.99394989,-0.567138672,-0.127441406,0.522460938
1325,828053377,0.760008,-0.114029,-0.634585,-0.081791,-1.210257769,-8.016704559,-6.01153326,5.978481293,-79.98423004,79.40653992,-0.562744141,-0.114746094,0.531738281
1326,828061710,0.757232,-0.117535,-0.637763,-0.077761,-0.683295369,-3.079040289,-7.078973293,-2.008171797,-68.30765533,64.86527252,-0.558837891,-0.102783203,0.548095703
1327,828070043,0.755289,-0.120439,-0.63989,-0.074672,-1.310558915,0.675512731,-7.420969963,-3.773006678,-47.90724945,52.39374542,-0.553955078,-0.093017578,0.557617188
1328,828078376,0.753389,-0.122923,-0.641917,-0.072391,-0.342481017,6.100774765,-7.928462505,-6.52764082,-44.49112701,40.53059769,-0.551513672,-0.085693359,0.5625
1329,828086709,0.751774,-0.124095,-0.643863,-0.069844,0.754610062,10.22365284,-11.1621666,9.788426399,-40.49560165,32.09747696,-0.550292969,-0.081298828,0.568603516
1330,828095042,0.746284,-0.127862,-0.649441,-0.070285,0.506739974,15.4256525,-12.42687607,-46.59395981,-109.5875397,14.28239822,-0.548339844,-0.077392578,0.580566406
1331,828103375,0.739461,-0.127821,-0.657185,-0.070495,-1.120628953,23.43362617,-8.245443344,-5.733170986,-140.6096191,-22.46317673,-0.54296875,-0.079833984,0.605712891
1332,828111708,0.739182,-0.121405,-0.65897,-0.068058,-0.492517173,15.75832176,13.87690544,88.75466919,-19.33775711,-36.35023499,-0.539550781,-0.083740234,0.611328125
1333,828120041,0.73847,-0.120301,-0.659682,-0.070796,-0.127604932,6.646477222,7.07515049,-13.86823273,-8.696992874,-39.42082214,-0.540527344,-0.085693359,0.61328125
1334,828128374,0.748357,-0.111858,-0.650072,-0.069698,11.18658924,1.254128695,40.69239044,102.9457703,193.0830994,-39.65991211,-0.547851563,-0.091064453,0.598876953
1335,828136707,0.751992,-0.115457,-0.643684,-0.08277,11.43961811,5.284563065,42.15505981,-154.1780548,114.2884674,-88.77245331,-0.552246094,-0.100830078,0.570068359
1336,828145040,0.752431,-0.121393,-0.639686,-0.099584,17.52281761,-0.003203489,1.376190782,-213.8456879,64.5639801,-114.223732,-0.560058594,-0.120361328,0.567138672
1337,828153373,0.754392,-0.12361,-0.635534,-0.108226,11.16351223,-7.89592886,-19.21195221,-101.1283112,70.99645233,-60.03879929,-0.563476563,-0.139160156,0.562988281
1338,828161706,0.75688,-0.123623,-0.632069,-0.111098,15.20845127,-15.34931183,-10.25492382,-25.9002533,61.93906403,-19.8216362,-0.56640625,-0.145507813,0.553710938
1339,828170039,0.757554,-0.128207,-0.629633,-0.115064,11.64206219,-18.34453201,-6.45045948,-84.51531219,30.32997704,4.013497353,-0.567382813,-0.150390625,0.549804688
1340,828178372,0.758146,-0.129635,-0.628809,-0.114067,7.176832676,-10.07611752,-14.87769032,-6.272572041,9.099450111,25.39928436,-0.567871094,-0.148925781,0.547119141
1341,828186705,0.757978,-0.13054,-0.629458,-0.110514,10.7595911,-3.699159384,-8.878355026,22.25197029,-16.58369255,43.71787643,-0.567138672,-0.144042969,0.546630859
1342,828195038,0.75863,-0.135748,-0.628059,-0.107691,11.77295876,7.743368149,-11.32280445,-30.56888771,6.624330997,78.27463531,-0.565429688,-0.135253906,0.550292969
1343,828203371,0.75964,-0.144538,-0.625448,-0.104269,7.497073174,18.22121048,-13.07389641,-63.88183975,15.96613407,118.2507248,-0.561279297,-0.120605469,0.546630859
1344,828211704,0.755326,-0.152671,-0.629408,-0.100108,11.12499428,29.64128304,-21.02195358,-51.82606888,-99.01412964,99.63761139,-0.557373047,-0.107177734,0.557128906
1345,828220037,0.744221,-0.160407,-0.641013,-0.097515,11.56720829,17.15577698,-26.35127831,-64.99267578,-233.3703003,54.51044464,-0.551757813,-0.095947266,0.582519531
1346,828228370,0.72445,-0.170519,-0.660744,-0.097543,13.50504494,6.636492252,-21.14838409,-120.6718903,-390.3757629,19.0756855,-0.543701172,-0.094238281,0.633544922
1347,828236703,0.699545,-0.194713,-0.678497,-0.111215,23.5761776,13.44365788,-27.9235611,-399.7067261,-404.2723083,8.865037918,-0.524902344,-0.098632813,0.705078125
1348,828245036,0.693566,-0.213471,-0.675996,-0.128173,51.44776535,7.435501099,-14.84185886,-358.3536682,-15.6255331,9.709498405,-0.509033203,-0.121337891,0.762207031
1349,828253369,0.713974,-0.220393,-0.647857,-0.148163,50.60015106,-14.02629185,25.24755859,-241.3627167,504.1046448,-7.46663332,-0.51953125,-0.129882813,0.722412109
1350,828261702,0.728683,-0.231045,-0.620926,-0.173471,23.83930969,-26.06913185,24.08441734,-340.3426819,449.9917603,-41.74181747,-0.539794922,-0.147705078,0.662841797
1351,828270035,0.736896,-0.239919,-0.601283,-0.194641,8.935019493,-33.9756279,37.99150848,-290.1593628,312.4871826,-54.09282303,-0.556884766,-0.166259766,0.611328125
1352,828278368,0.728811,-0.254481,-0.598477,-0.214245,-1.378734589,-42.65128326,46.00814438,-343.6377563,-13.32841587,-90.3835144,-0.566162109,-0.186523438,0.598876953
1353,828286701,0.718795,-0.264377,-0.601847,-0.226321,5.324997902,-17.57456207,13.25100136,-223.449234,-103.7151184,-80.62285614,-0.565673828,-0.20703125,0.62109375
1354,828295034,0.712656,-0.266821,-0.607028,-0.229014,-0.841403365,-3.59859395,2.1307652,-52.3986969,-100.4494247,-44.07270432,-0.564453125,-0.223632813,0.638183594
1355,828303367,0.70886,-0.264991,-0.613023,-0.226942,-3.728278875,-0.37560606,-3.829595089,40.40378571,-92.87136078,-28.63950348,-0.5625,-0.227294922,0.653076172
1356,828311700,0.706658,-0.262495,-0.617605,-0.22427,-3.701669931,-3.119489193,-3.799575806,53.37543106,-65.78014374,-18.28650665,-0.557617188,-0.229736328,0.662353516
1357,828320033,0.703468,-0.261658,-0.621745,-0.22384,-0.978093266,-0.496053934,-3.267735243,13.27982712,-66.90795135,-27.45269966,-0.5546875,-0.233642578,0.672851563
1358,828328366,0.699396,-0.262953,-0.62507,-0.225809,0.942546308,1.474583983,-5.141881466,-33.54400253,-64.47393036,-32.19881058,-0.552734375,-0.237548828,0.681152344
1359,828336699,0.695809,-0.264376,-0.627684,-0.227971,1.549585342,1.55128324,-6.986386299,-36.87997055,-53.17864609,-28.88281822,-0.552978516,-0.244384766,0.689697266
1360,828345032,0.693213,-0.264109,-0.630334,-0.228873,1.467620134,-0.684259176,-7.317803383,-6.126760483,-44.26565552,-28.43317604,-0.552978516,-0.248291016,0.69921875
1361,828353365,0.691017,-0.262437,-0.633705,-0.228129,1.03970468,-2.757918358,-8.658828735,25.25345039,-49.16911316,-26.26210403,-0.548583984,-0.253173828,0.706542969
1362,828361698,0.689135,-0.258743,-0.638437,-0.224823,1.036525965,-4.360103607,-13.42709827,72.19795227,-62.31673431,-23.48573685,-0.550537109,-0.253662109,0.713623047
1363,828370031,0.68937,-0.250429,-0.643826,-0.218049,0.08472687,-5.194209099,-17.57665443,155.9985962,-47.91969681,-26.93145561,-0.545166016,-0.255126953,0.722412109
1364,828378364,0.690413,-0.242452,-0.647988,-0.211331,0.502055585,-3.583612204,-11.91888332,151.4142303,-30.04721069,-17.87576103,-0.543212891,-0.251220703,0.720947266
1365,828386697,0.691417,-0.240805,-0.6483,-0.208962,2.5469203,-4.307506561,1.770288825,41.25538635,2.264314651,9.954949379,-0.545654297,-0.246826172,0.722412109
1366,828395030,0.71061,-0.229858,-0.633123,-0.203364,17.80993843,-9.288678169,75.4329071,174.194046,327.7627258,61.32711411,-0.547363281,-0.238037109,0.696777344
1367,828403363,0.706908,-0.24587,-0.628651,-0.211257,6.174357891,-7.006050587,18.65708923,-249.1587219,-8.970937729,66.32006836,-0.556152344,-0.228271484,0.670410156
1368,828411696,0.708623,-0.252597,-0.624154,-0.210906,15.28595829,3.866839409,-16.98605156,-69.39772797,37.20285797,82.02735901,-0.555175781,-0.224365234,0.675292969
1369,828420029,0.714452,-0.252104,-0.619189,-0.206423,13.23290062,5.399646282,-3.166061878,49.36736298,83.66184235,73.87463379,-0.553710938,-0.213623047,0.664306641
1370,828428362,0.715744,-0.257239,-0.615061,-0.207947,5.899609089,9.314092636,-3.237397671,-70.41433716,41.89639282,47.13180161,-0.555664063,-0.203857422,0.654052734
1371,828436695,0.714678,-0.263648,-0.611982,-0.212617,3.531821489,7.04858017,-5.590381145,-114.9081421,18.91028595,16.37459946,-0.555175781,-0.200927734,0.654052734
1372,828445028,0.714832,-0.265954,-0.609438,-0.216496,3.845677376,3.988935471,-10.63682938,-61.94929886,33.01081085,-8.772863388,-0.555175781,-0.202880859,0.651855469
1373,828453361,0.71542,-0.263341,-0.608801,-0.219522,5.732425213,5.866354465,-15.20496082,0.691701591,30.00742912,-46.94752121,-0.559570313,-0.209716797,0.646972656
1374,828461694,0.716519,-0.253157,-0.610976,-0.221863,12.89195061,-0.503492773,-20.7702446,91.37434387,26.40974426,-112.5773621,-0.561035156,-0.219482422,0.642578125
1375,828470027,0.715065,-0.238316,-0.618079,-0.223313,30.26849747,-4.097988129,-10.48768997,150.9024048,-32.47613144,-167.884552,-0.564453125,-0.235351563,0.639160156
1376,828478360,0.704549,-0.234846,-0.627492,-0.23391,36.10770416,-5.86828804,-1.945381403,-61.25815582,-137.1712036,-196.5838928,-0.565917969,-0.261230469,0.649902344
1377,828486693,0.686663,-0.235741,-0.644035,-0.241126,26.69582176,-6.844481945,-7.794134617,-75.2530365,-294.8437195,-172.9068756,-0.559082031,-0.29296875,0.684326172
1378,828495026,0.667333,-0.235132,-0.665779,-0.236899,25.29637146,-7.082929134,-7.442567825,52.88353729,-388.8603821,-99.80754089,-0.545654297,-0.316162109,0.735839844
1379,828503359,0.654993,-0.218051,-0.690183,-0.216996,15.0929327,-8.404053688,-23.668787,378.9450989,-346.3325806,-92.60636902,-0.529296875,-0.321533203,0.791015625
1380,828511692,0.667384,-0.156083,-0.710523,-0.159361,27.07503128,0.067512512,-56.47198105,1204.804443,-54.18365097,-92.88608551,-0.513183594,-0.298339844,0.815429688
1381,828520025,0.703295,-0.106701,-0.691964,-0.123205,35.21322632,2.991902351,30.46390152,844.0337524,551.7177124,-31.91642189,-0.524658203,-0.232421875,0.755859375
1382,828528358,0.735394,-0.086682,-0.661108,-0.120917,18.93432617,16.85620689,39.09703445,210.5398865,634.0465088,-68.46981049,-0.553710938,-0.218994141,0.650878906
1383,828536691,0.756,-0.073691,-0.64002,-0.115805,5.284399033,25.37986565,44.14072418,167.4373322,415.5690002,-6.75083971,-0.573242188,-0.22265625,0.565673828
1384,828545024,0.75815,-0.076084,-0.638993,-0.10541,-13.51355743,21.03484535,24.60121727,67.38496399,14.63815975,133.8618927,-0.578857422,-0.211181641,0.531738281
1385,828553357,0.755929,-0.083451,-0.641908,-0.097793,1.35258162,8.500538826,5.239224434,-7.720179081,-69.16285706,138.1413727,-0.572509766,-0.1875,0.539794922
1386,828561690,0.754007,-0.088894,-0.644289,-0.092007,1.222126722,-2.034060001,-3.126416922,-4.364603996,-56.29334259,103.1490021,-0.568359375,-0.172851563,0.55078125
1387,828570023,0.753763,-0.090232,-0.64532,-0.085232,-3.258773565,-6.866291523,-5.300812244,47.39698029,-23.43024826,80.79811096,-0.56640625,-0.155273438,0.556152344
1388,828578356,0.752764,-0.093297,-0.646592,-0.081012,-5.789206028,-2.74874258,-3.168494225,6.188456059,-31.48733902,68.46127319,-0.563476563,-0.143554688,0.557128906
1389,828586689,0.750101,-0.096989,-0.649592,-0.077294,-3.562144995,0.201739445,-4.473637104,-4.997104168,-64.14002991,64.76890564,-0.560058594,-0.132324219,0.564697266
1390,828595022,0.748239,-0.100289,-0.651611,-0.074071,-1.422682881,2.139533043,-5.219631195,-5.347318172,-45.86421585,58.31759644,-0.556152344,-0.123779297,0.574462891
1391,828603355,0.748469,-0.103403,-0.651095,-0.071971,-0.923028588,5.338796616,-7.287525654,-13.21140862,0.713255882,50.73058319,-0.551757813,-0.117919922,0.576904297
1392,828611688,0.748342,-0.10759,-0.650482,-0.07269,-2.241113663,12.32526875,-9.012122154,-50.0697403,1.433248878,31.10486603,-0.551269531,-0.110595703,0.577392578
1393,828620021,0.742814,-0.115319,-0.654776,-0.078739,-3.378082514,20.42821693,-13.80101967,-137.3058929,-92.95489502,-4.726594448,-0.549804688,-0.111572266,0.584472656
1394,828628354,0.733402,-0.121496,-0.663223,-0.086591,-2.679646492,21.75078583,-17.20557785,-139.3357391,-165.8806915,-47.90246582,-0.545410156,-0.118408203,0.611816406
1395,828636687,0.733361,-0.111099,-0.665318,-0.084814,5.680762768,12.45989323,-1.441144705,123.7302475,-12.70265102,-80.18604279,-0.544189453,-0.132080078,0.635009766
1396,828645020,0.768909,-0.064104,-0.633486,-0.058027,33.18883896,1.797470808,79.18073273,737.0450439,660.1096191,-69.52066803,-0.553710938,-0.128662109,0.570556641
1397,828653353,0.769954,-0.065303,-0.629986,-0.077637,18.50583076,-6.951096535,71.42256927,-185.1434784,61.83486557,-192.7291718,-0.569335938,-0.139404297,0.477783203
1398,828661686,0.763038,-0.076078,-0.63356,-0.102901,8.062888145,0.082503557,-30.14421082,-335.2211304,-87.20191193,-184.5119629,-0.573974609,-0.176513672,0.512939453
1399,828670019,0.766261,-0.072008,-0.630075,-0.103283,21.63957596,-14.53567696,-28.07287598,38.02625656,70.20037079,-31.00090408,-0.575439453,-0.197509766,0.516357422
1400,828678352,0.773781,-0.068136,-0.622191,-0.097474,23.30931854,-28.79192352,-0.475119293,87.631073,147.3799133,46.42385864,-0.578613281,-0.193603516,0.491699219
1401,828686685,0.77478,-0.070609,-0.621021,-0.095215,9.012012482,-9.06618309,-0.960034609,-7.374495506,14.95659447,47.89124298,-0.577636719,-0.185302734,0.477294922
1402,828695018,0.774925,-0.071177,-0.621193,-0.092448,3.008742571,-1.27870357,-7.104882717,18.18416023,-4.644827843,34.61768341,-0.576171875,-0.177978516,0.480224609
1403,828703351,0.776064,-0.067757,-0.620979,-0.08673,3.171247959,6.992808342,-2.264749765,86.26233673,10.53739357,33.66817474,-0.575683594,-0.176025391,0.474853516
1404,828711684,0.774522,-0.069529,-0.623119,-0.083707,3.548591614,11.6590271,-4.766861439,8.264177322,-41.54930496,43.82806778,-0.572753906,-0.166748047,0.476806641
1405,828720017,0.7706,-0.073631,-0.627917,-0.080478,5.147705555,19.32746124,-9.492881775,-14.00359631,-93.12967682,60.71674728,-0.571777344,-0.162353516,0.487548828
1406,828728350,0.762134,-0.078552,-0.638375,-0.0739,5.286201954,28.56826782,-14.43326378,7.606103897,-196.0382843,92.55713654,-0.567871094,-0.149902344,0.509521484
1407,828736683,0.746821,-0.079612,-0.657121,-0.064151,14.59324074,13.76392841,-21.63851357,77.23210144,-343.1391602,75.9396286,-0.561767578,-0.135742188,0.546630859
1408,828745016,0.723777,-0.08795,-0.681571,-0.062253,32.37861252,1.276789308,-21.21009064,-71.90405273,-469.4836121,48.01812363,-0.550048828,-0.126708984,0.609375
1409,828753349,0.698658,-0.118262,-0.700644,-0.083622,34.7521553,2.828999996,-23.02247047,-516.0442505,-426.1378174,27.12877464,-0.530761719,-0.126464844,0.688720703
1410,828761682,0.680902,-0.161155,-0.704195,-0.120474,27.55208588,14.63199615,-34.21883392,-792.1779785,-195.3082581,33.31004333,-0.514404297,-0.15625,0.759277344
1411,828770015,0.683527,-0.187476,-0.690094,-0.146346,25.40520859,15.4509449,-27.62989235,-514.5507202,170.625061,48.51860809,-0.508544922,-0.187255859,0.784667969
1412,828778348,0.706325,-0.188396,-0.664606,-0.154638,28.97060585,1.921481729,-3.795329094,-79.62714386,474.9380798,42.66428375,-0.523681641,-0.198242188,0.739013672
1413,828786681,0.732938,-0.186568,-0.632586,-0.166827,19.00244141,-15.62216949,28.72647858,-92.56669617,589.2772217,4.710666656,-0.546875,-0.196533203,0.657958984
1414,828795014,0.738305,-0.202389,-0.614464,-0.190737,-8.655817986,-26.47425652,70.71414185,-395.0985107,253.8244019,-44.29376984,-0.563964844,-0.206054688,0.591308594
1415,828803347,0.720947,-0.231292,-0.618658,-0.209772,-2.097385645,-30.75502014,23.57082748,-491.4761658,-212.752182,-5.974339008,-0.566162109,-0.223144531,0.611816406
1416,828811680,0.710731,-0.245962,-0.620073,-0.223331,6.475275517,-28.37764549,3.063387394,-288.9754944,-100.7427368,-43.3302803,-0.561523438,-0.238769531,0.644042969
1417,828820013,0.704807,-0.251943,-0.620726,-0.233395,-4.49371624,-18.28551483,7.058306217,-162.0557861,-41.83695602,-67.49339294,-0.560058594,-0.254882813,0.655029297
1418,828828346,0.699641,-0.254304,-0.623622,-0.238602,-6.993954659,-5.376088142,0.718561411,-75.74763489,-62.31334686,-56.66949081,-0.558105469,-0.269042969,0.664306641
1419,828836679,0.697202,-0.252075,-0.626674,-0.240105,-2.836160183,-2.106846571,-0.862021685,10.24958801,-38.29721451,-51.96271896,-0.556640625,-0.277832031,0.674316406
1420,828845012,0.695076,-0.248087,-0.630135,-0.24136,-0.599018931,-3.859661102,-1.422812223,31.73066902,-34.59849548,-65.16041565,-0.557128906,-0.286621094,0.678710938
1421,828853345,0.692105,-0.244607,-0.634081,-0.243108,0.178372532,-2.536578655,-3.04342556,21.31170845,-46.55668259,-69.90595245,-0.553710938,-0.294921875,0.685302734
1422,828861678,0.687753,-0.243539,-0.638515,-0.244922,1.330184579,-1.020693779,-4.584013462,-5.218630314,-71.08045197,-55.77257919,-0.553710938,-0.303222656,0.691650391
1423,828870011,0.682021,-0.244585,-0.643677,-0.246391,2.310916901,-0.485754013,-5.775919914,-24.36751366,-98.35492706,-41.02310944,-0.549072266,-0.314453125,0.704589844
1424,828878344,0.676735,-0.244967,-0.64931,-0.245803,3.354750395,-2.565278053,-8.218826294,3.17475009,-103.507225,-27.69321442,-0.546630859,-0.320068359,0.720458984
1425,828886677,0.671648,-0.243881,-0.656708,-0.241137,5.003158092,-6.925875187,-12.81215572,59.8724556,-126.9238892,-8.13122654,-0.541259766,-0.320068359,0.736816406
1426,828895010,0.667529,-0.241365,-0.664827,-0.232714,8.872601509,-8.057577133,-12.96607971,112.6299973,-132.6338348,14.51076603,-0.534423828,-0.315673828,0.756835938
1427,828903343,0.675359,-0.232937,-0.663534,-0.222161,23.06949043,-7.003942013,5.309601784,195.9459991,74.78479767,49.42940903,-0.529052734,-0.305419922,0.764648438
1428,828911676,0.700737,-0.225007,-0.6415,-0.216382,36.38832474,-14.37337017,53.93840408,140.6273804,441.4064026,129.7195129,-0.541259766,-0.281982422,0.717529297
1429,828920009,0.700886,-0.242463,-0.63187,-0.225195,3.416363239,-6.293720245,35.15501404,-273.9201965,68.83102417,99.57736206,-0.557128906,-0.266601563,0.672363281
1430,828928342,0.699155,-0.250058,-0.631922,-0.222106,12.36851025,1.396408319,-15.76423073,-51.74088669,-49.96664047,90.50422668,-0.551757813,-0.260986328,0.686767578
1431,828936675,0.704795,-0.249034,-0.628365,-0.215422,11.24255753,3.206774235,-5.171914101,76.69766235,62.77368164,85.11721039,-0.550292969,-0.247802734,0.680908203
1432,828945008,0.706668,-0.252657,-0.625378,-0.213751,5.426100731,3.952888727,-0.305724978,-22.86506462,28.07063293,63.54743195,-0.551269531,-0.233642578,0.671386719
1433,828953341,0.705897,-0.258319,-0.62313,-0.216082,2.086587429,3.42242527,-5.815811634,-84.68673706,7.36702776,32.68890762,-0.550292969,-0.230224609,0.670898438
1434,828961674,0.705629,-0.263193,-0.620386,-0.218956,0.99420929,3.332858324,-7.171984196,-80.80008698,19.45929909,23.07474518,-0.548339844,-0.228271484,0.669921875
1435,828970007,0.704993,-0.266758,-0.618627,-0.221649,0.235645562,4.314333439,-8.719407082,-64.92393494,10.04731178,9.009393692,-0.550292969,-0.228759766,0.668945313
1436,828978340,0.7043,-0.263793,-0.619981,-0.223608,2.919890165,0.298251629,-18.61027718,13.90163231,-3.35936594,-51.00832748,-0.551269531,-0.231689453,0.669433594
1437,828986673,0.702232,-0.252248,-0.625726,-0.227402,11.41052723,-3.133882284,-19.16309166,89.8795929,-24.61298943,-162.100708,-0.552246094,-0.243896484,0.668457031
1438,828995006,0.696497,-0.239457,-0.634482,-0.234497,28.39266777,-3.883893728,-10.05174923,70.19709015,-69.8903656,-226.6245117,-0.549316406,-0.270996094,0.67578125
1439,829003339,0.68526,-0.235022,-0.644439,-0.244714,33.94148254,1.598543406,-14.0161953,-51.28646851,-146.0884399,-205.3113098,-0.553222656,-0.303710938,0.690185547
1440,829011672,0.675177,-0.227395,-0.660023,-0.238327,25.70848274,7.062474728,-31.20049667,148.5914459,-231.8116455,-91.4462204,-0.544677734,-0.327636719,0.717529297
1441,829020005,0.669783,-0.206656,-0.681096,-0.211649,18.46359634,-1.300358534,-31.19192505,487.3177185,-260.7359924,-23.85743523,-0.535400391,-0.323486328,0.754882813
1442,829028338,0.673809,-0.174277,-0.696138,-0.17608,20.91831017,-5.512223244,-19.00006485,687.1264648,-108.3373642,-6.411978722,-0.521484375,-0.293701172,0.778564453
1443,829036671,0.688428,-0.144429,-0.694674,-0.150463,24.10494423,-5.735451221,6.941890717,553.696106,163.8315125,-9.201133728,-0.521728516,-0.258789063,0.762207031
1444,829045004,0.705991,-0.123437,-0.683172,-0.140065,17.75133133,-5.429746151,11.81358242,309.3676758,298.8857422,-42.65390015,-0.537353516,-0.239990234,0.716064453
1445,829053337,0.724909,-0.098047,-0.669894,-0.127036,7.812842369,-0.692712426,27.1757679,375.7599182,332.9037476,-52.8056221,-0.549316406,-0.235107422,0.660400391
1446,829061670,0.734478,-0.07484,-0.6655,-0.109788,0.375892371,7.98898983,33.446064,395.7574158,148.6454315,-18.9335041,-0.561767578,-0.2265625,0.612792969
1447,829070003,0.736513,-0.068066,-0.665572,-0.099663,4.727048874,16.52914047,22.70126152,163.3097229,17.0907383,43.52922058,-0.5625,-0.216796875,0.597900391
1448,829078336,0.737561,-0.070529,-0.665263,-0.091959,1.997462869,16.56132317,5.350061417,46.37101746,1.520900369,102.5648575,-0.562744141,-0.206542969,0.598388672
1449,829086669,0.737215,-0.07118,-0.667026,-0.080783,1.390220165,10.06697941,1.663225412,97.75067902,-33.31484985,117.4281235,-0.559570313,-0.18359375,0.595458984
1450,829095002,0.737608,-0.070989,-0.667852,-0.069795,1.913085938,3.949004889,0.623330951,104.2854233,-15.92235088,109.5438614,-0.553222656,-0.164306641,0.596435547
1451,829103335,0.738699,-0.070167,-0.667763,-0.059121,0.349619597,2.544466019,0.551655293,107.5729446,0.731403053,102.1203079,-0.550292969,-0.146240234,0.58984375
1452,829111668,0.738077,-0.069894,-0.669213,-0.050142,-1.413759589,2.168995857,-0.74907738,86.03956604,-29.49055481,87.07214355,-0.55078125,-0.129638672,0.590332031
1453,829120001,0.735674,-0.070414,-0.672265,-0.043454,0.102722161,1.513384104,-2.528981209,56.31543732,-60.48859406,68.33232117,-0.54296875,-0.114501953,0.594970703
1454,829128334,0.733337,-0.070687,-0.675095,-0.038331,1.451080084,2.383491993,-5.868756294,44.26123428,-55.95622635,50.49004745,-0.540039063,-0.106201172,0.601318359
1455,829136667,0.730501,-0.06918,-0.678558,-0.03382,2.259694576,7.408745766,-8.963348389,56.39429474,-65.45448303,26.90430832,-0.535644531,-0.097412109,0.606933594
1456,829145000,0.725006,-0.067622,-0.684632,-0.032793,3.724536896,16.81234741,-8.454763412,23.07158089,-113.1378937,-12.2840023,-0.533691406,-0.094482422,0.615722656
1457,829153333,0.722851,-0.064343,-0.687126,-0.034747,6.756722927,23.1947422,-4.78822279,13.65281582,-42.44467926,-53.36943054,-0.528808594,-0.098144531,0.635009766
