PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
0,817012152,0.623814,-0.147706,-0.742834,-0.192975,0,0,0,0,0,0,-0.462402344,-0.354492188,0.888427734
1,817020485,0.623777,-0.147815,-0.742819,-0.193068,9.674743652,0.919878304,-1.507564187,-1.799323082,-0.99872458,0.540524364,-0.462402344,-0.352539063,0.888916016
2,817028818,0.623723,-0.147927,-0.742819,-0.193156,9.636590004,0.92233187,-1.59197557,-1.77122426,-1.330454588,0.534991682,-0.463867188,-0.354492188,0.890380859
3,817037151,0.623669,-0.148031,-0.742823,-0.193232,9.705526352,0.940515757,-1.697299361,-1.74135828,-1.106176257,0.285970122,-0.462402344,-0.354980469,0.889892578
4,817045484,0.623657,-0.148134,-0.742783,-0.193351,9.739346504,0.954709351,-1.623413682,-2.02524066,-0.458597273,0.371829033,-0.462890625,-0.354980469,0.891601563
5,817053817,0.623646,-0.148252,-0.742743,-0.193444,9.683994293,0.911459088,-1.563503385,-2.038637161,-0.321100026,0.507251501,-0.461914063,-0.352539063,0.889404297
6,817062150,0.623637,-0.148331,-0.74271,-0.193542,9.668719292,0.897066534,-1.538698196,-1.58001399,-0.47035414,0.303362161,-0.4609375,-0.35546875,0.889892578
7,817070483,0.623611,-0.148383,-0.742707,-0.193598,9.725570679,0.923782527,-1.474751711,-0.893527031,-0.921190321,0.281077802,-0.463378906,-0.35546875,0.890380859
8,817078816,0.623601,-0.148436,-0.7427,-0.193617,9.799602509,0.945591509,-1.520300984,-0.632338583,-0.554625094,0.397340834,-0.461914063,-0.354980469,0.889404297
9,817087149,0.62369,-0.148477,-0.742611,-0.193641,9.81860733,0.92471236,-1.652399659,-0.605264366,1.182929277,0.692160666,-0.463867188,-0.354003906,0.890380859
10,817095482,0.623882,-0.148496,-0.742428,-0.193707,9.784173965,0.873475194,-1.730658174,-0.726522088,2.966627836,0.797025323,-0.463867188,-0.354492188,0.889404297
11,817103815,0.624098,-0.148508,-0.742234,-0.193749,9.775443077,0.904176474,-1.681113362,-0.534748495,3.458062887,0.831502199,-0.462890625,-0.355957031,0.888427734
12,817112148,0.624295,-0.148488,-0.74206,-0.193794,9.777817726,0.925185859,-1.572264194,-0.152507141,3.003205061,0.584094226,-0.462402344,-0.35546875,0.888916016
13,817120481,0.624429,-0.148461,-0.741952,-0.193797,9.758663177,0.950039446,-1.494273782,0.253516912,1.923283339,0.359149992,-0.463867188,-0.35546875,0.886962891
14,817128814,0.624526,-0.14845,-0.741857,-0.193856,9.76458931,0.978108346,-1.418594718,-0.36487478,1.304238439,0.125010267,-0.463378906,-0.355957031,0.889404297
15,817137147,0.624602,-0.148452,-0.741777,-0.193916,9.769952774,0.996168971,-1.406341791,-0.491870195,0.932370901,0.160511613,-0.462890625,-0.35546875,0.885986328
16,817145480,0.624651,-0.148441,-0.741734,-0.193934,9.755460739,1.040695667,-1.443007231,-0.048205994,0.493138075,0.016021704,-0.465332031,-0.35546875,0.886962891
17,817153813,0.624687,-0.148411,-0.7417,-0.193967,9.744847298,1.027691841,-1.44113338,0.104672574,0.157361045,-0.129403114,-0.463867188,-0.35546875,0.886962891
18,817162146,0.624698,-0.148427,-0.741675,-0.194016,9.73069191,1.010632277,-1.403151751,-0.612077773,-0.057657644,-0.123486221,-0.462402344,-0.354492188,0.886474609
19,817170479,0.624703,-0.148465,-0.741644,-0.19409,9.692080498,0.997735798,-1.413237572,-1.107508302,-0.057017285,-0.107784696,-0.461914063,-0.354980469,0.887451172
20,817178812,0.624702,-0.14851,-0.741606,-0.194203,9.663455009,0.98402375,-1.387086749,-1.452557683,-0.223919675,-0.15097031,-0.464355469,-0.354003906,0.888427734
21,817187145,0.624681,-0.148565,-0.741589,-0.194292,9.646152496,0.921651065,-1.363059759,-1.443234205,-0.458930284,-0.165877804,-0.465332031,-0.354492188,0.887939453
22,817195478,0.62465,-0.148612,-0.741577,-0.1944,9.593914986,0.896508753,-1.349061966,-1.41411078,-0.766582847,-0.219616443,-0.463378906,-0.354003906,0.886474609
23,817203811,0.624593,-0.148672,-0.74159,-0.194494,9.572515488,0.846271098,-1.360996485,-1.479657412,-1.095879436,-0.321842879,-0.465332031,-0.353515625,0.888427734
24,817212144,0.624524,-0.148718,-0.741608,-0.194607,9.607681274,0.814189553,-1.355993867,-1.445257545,-1.395950079,-0.42780894,-0.462402344,-0.357421875,0.885009766
25,817220477,0.624434,-0.148762,-0.741644,-0.194724,9.632178307,0.797525406,-1.418085814,-1.464468122,-1.753908992,-0.587359965,-0.46484375,-0.354980469,0.886474609
26,817228810,0.624329,-0.148799,-0.741702,-0.194812,9.698013306,0.794351757,-1.43754375,-1.344926834,-1.947347999,-0.685488224,-0.462402344,-0.356445313,0.885986328
27,817237143,0.624222,-0.148826,-0.741761,-0.194909,9.727397919,0.801929235,-1.448534131,-1.084814072,-2.118860722,-0.678393006,-0.462402344,-0.354980469,0.886962891
28,817245476,0.624099,-0.148859,-0.741836,-0.194995,9.748197556,0.843816817,-1.452071786,-1.100233912,-2.242013931,-0.850648701,-0.464355469,-0.356933594,0.887451172
29,817253809,0.623982,-0.148879,-0.741908,-0.19508,9.749119759,0.891976893,-1.470846772,-1.052668095,-2.13361454,-0.917732418,-0.462402344,-0.354492188,0.889892578
30,817262142,0.623866,-0.148877,-0.741978,-0.195184,9.758350372,0.909645259,-1.47173965,-0.903490901,-2.217373133,-1.079640031,-0.462890625,-0.357910156,0.889404297
31,817270475,0.623754,-0.148887,-0.742054,-0.195251,9.77271843,0.938241899,-1.488627315,-0.708925128,-2.140607357,-0.865863562,-0.464355469,-0.357421875,0.888916016
32,817278808,0.623668,-0.148886,-0.742107,-0.195322,9.742202759,0.950138867,-1.49161756,-0.557468176,-1.831699491,-0.672860265,-0.462890625,-0.357910156,0.887451172
33,817287141,0.623587,-0.148904,-0.74216,-0.195363,9.744646072,0.965789795,-1.510321617,-0.385238111,-1.697250605,-0.434878528,-0.462402344,-0.357910156,0.887939453
34,817295474,0.623535,-0.148897,-0.742198,-0.195393,9.76581955,0.95144254,-1.508384347,-0.054660775,-1.424049139,-0.263058215,-0.463378906,-0.357910156,0.888427734
35,817303807,0.623495,-0.148883,-0.742232,-0.195402,9.757292747,0.943502903,-1.497018456,0.239531502,-1.280839801,-0.099229544,-0.461425781,-0.357910156,0.888427734
36,817312140,0.623452,-0.148884,-0.742271,-0.195389,9.761013031,0.895607471,-1.520014882,0.23776412,-1.271772385,-0.002151596,-0.46484375,-0.357421875,0.891601563
37,817320473,0.623431,-0.148866,-0.742294,-0.195383,9.774717331,0.885843813,-1.547910929,0.427206993,-1.019036651,0.0529062,-0.463378906,-0.358886719,0.888427734
38,817328806,0.623424,-0.148846,-0.742315,-0.195341,9.769431114,0.870007813,-1.528927565,0.631096303,-0.763355374,0.184486508,-0.463867188,-0.358398438,0.888916016
39,817337139,0.623412,-0.148833,-0.742338,-0.195301,9.76581192,0.867661297,-1.529177666,0.766800523,-0.823190272,0.182181239,-0.463378906,-0.35546875,0.887939453
40,817345472,0.623408,-0.148804,-0.742359,-0.195257,9.780218124,0.884119987,-1.516066551,0.940541804,-0.883665562,0.318628281,-0.462890625,-0.358886719,0.889404297
41,817353805,0.623405,-0.148762,-0.742387,-0.195191,9.769495964,0.892281711,-1.513141155,1.050759912,-0.764712989,0.175265387,-0.46484375,-0.356933594,0.889404297
42,817362138,0.623413,-0.148713,-0.742404,-0.19514,9.781977654,0.901823282,-1.510952234,1.187027693,-0.693095565,0.212995157,-0.463378906,-0.358398438,0.889892578
43,817370471,0.623426,-0.148664,-0.742422,-0.195068,9.758029938,0.911000729,-1.476018071,1.259823322,-0.516997695,0.200777158,-0.462890625,-0.357421875,0.888427734
44,817378804,0.623451,-0.148596,-0.742427,-0.195016,9.721385956,0.898540139,-1.451011419,1.37516427,-0.359547049,0.102751516,-0.461914063,-0.358886719,0.889404297
45,817387137,0.62348,-0.148521,-0.742435,-0.19495,9.741292,0.931178272,-1.45181942,1.593218207,-0.349890411,0.15477401,-0.462402344,-0.356445313,0.889404297
46,817395470,0.623497,-0.14844,-0.742463,-0.194854,9.734384537,0.905723035,-1.418175578,1.671572208,-0.531648993,0.070631251,-0.460449219,-0.358398438,0.888916016
47,817403803,0.623486,-0.148365,-0.742504,-0.194789,9.727660179,0.912272513,-1.415318847,1.595472336,-1.045342565,-0.035245188,-0.462402344,-0.357910156,0.888427734
48,817412136,0.623457,-0.148295,-0.742567,-0.194694,9.734395027,0.933092713,-1.436947584,1.729025006,-1.307222605,-0.033196051,-0.464355469,-0.358398438,0.888427734
49,817420469,0.623433,-0.148207,-0.742631,-0.194597,9.770534515,0.93319267,-1.421128869,1.806379676,-1.229841828,-0.181886673,-0.464355469,-0.357421875,0.889404297
50,817428802,0.623422,-0.148124,-0.742678,-0.194516,9.73522377,0.968335569,-1.432961106,1.844724417,-1.105868936,0.012845538,-0.461914063,-0.357421875,0.890380859
51,817437135,0.623396,-0.14806,-0.742735,-0.194429,9.705922127,0.956071377,-1.409919024,1.7552284,-1.208812714,-0.043825958,-0.462402344,-0.357421875,0.890380859
52,817445468,0.623352,-0.14799,-0.7428,-0.194375,9.697002411,0.926865578,-1.346909046,1.427827001,-1.586340666,-0.215492547,-0.463378906,-0.358886719,0.888916016
53,817453801,0.623268,-0.147937,-0.742896,-0.194317,9.699491501,0.893966556,-1.336029887,1.187206984,-2.125213146,-0.39994064,-0.464355469,-0.357421875,0.889404297
54,817462134,0.623167,-0.147859,-0.743007,-0.194275,9.722046852,0.896102726,-1.351126552,1.379877329,-2.514011621,-0.643275917,-0.460449219,-0.357910156,0.889404297
55,817470467,0.623037,-0.147749,-0.743154,-0.194215,9.682495117,0.89121598,-1.424725533,1.878253222,-3.060029507,-0.97600472,-0.463867188,-0.355957031,0.890380859
56,817478800,0.622888,-0.14765,-0.743314,-0.194158,9.721384048,0.903528512,-1.538143039,2.312337637,-3.140279293,-1.287858129,-0.461425781,-0.357421875,0.891601563
57,817487133,0.622753,-0.147501,-0.74347,-0.194105,9.747425079,0.91465956,-1.523217082,2.168309212,-3.07711482,-1.451404929,-0.460449219,-0.355957031,0.891113281
58,817495466,0.622583,-0.147377,-0.743647,-0.194065,9.722348213,0.914031208,-1.50451386,1.769879699,-3.467399359,-1.694176912,-0.4609375,-0.357910156,0.891113281
59,817503799,0.622385,-0.147249,-0.743844,-0.194043,9.744394302,0.900241613,-1.543429255,1.867162704,-3.849691868,-2.030927181,-0.4609375,-0.356445313,0.891113281
60,817512132,0.622149,-0.147065,-0.744074,-0.194056,9.775405884,0.894319296,-1.453858256,1.778639555,-4.520502567,-2.795768261,-0.461914063,-0.357910156,0.894042969
61,817520465,0.62187,-0.146918,-0.744325,-0.194102,9.853450775,0.93815738,-1.469001055,1.193328857,-4.988781929,-3.101448536,-0.461914063,-0.358398438,0.892089844
62,817528798,0.62163,-0.146736,-0.744544,-0.194168,9.884476662,0.994991064,-1.636507034,1.174630284,-4.352653027,-3.223551512,-0.461425781,-0.358398438,0.894042969
63,817537131,0.621474,-0.146539,-0.744691,-0.194251,9.810705185,1.02832675,-1.771329045,1.031446815,-2.700611353,-3.314482212,-0.4609375,-0.358398438,0.895019531
64,817545464,0.621383,-0.146317,-0.744784,-0.194352,9.71205616,1.072901487,-1.742256999,1.125297427,-1.576735497,-3.271629333,-0.4609375,-0.359375,0.895019531
65,817553797,0.621309,-0.146082,-0.744872,-0.194429,9.662924767,1.126585007,-1.670913696,1.504311323,-1.374997616,-3.158004522,-0.461425781,-0.361328125,0.893066406
66,817562130,0.621214,-0.145858,-0.744986,-0.194465,9.60959816,1.11917448,-1.6827631,1.833607674,-1.769840837,-2.981650114,-0.4609375,-0.360839844,0.893066406
67,817570463,0.621108,-0.145664,-0.745095,-0.194533,9.636133194,1.140815973,-1.653764963,1.242072582,-2.006209373,-2.778965235,-0.459472656,-0.361816406,0.893554688
68,817578796,0.621013,-0.145532,-0.745179,-0.194609,9.655148506,1.175114393,-1.652268529,0.529049158,-1.661287904,-2.369060516,-0.458496094,-0.359863281,0.893554688
69,817587129,0.620939,-0.145391,-0.745265,-0.194624,9.649552345,1.218752742,-1.646392822,1.199732304,-1.555911183,-1.871145725,-0.459472656,-0.359863281,0.897460938
70,817595462,0.620882,-0.145232,-0.745353,-0.194589,9.659145355,1.156687856,-1.656577468,2.036242008,-1.625402689,-1.379505873,-0.458984375,-0.361816406,0.895507813
71,817603795,0.620823,-0.145119,-0.745441,-0.194524,9.66817379,1.12040484,-1.644598961,1.996463299,-1.650914431,-0.87569952,-0.461914063,-0.361816406,0.895996094
72,817612128,0.620764,-0.145024,-0.745519,-0.194481,9.68928051,1.079303622,-1.613467932,1.533946991,-1.747889757,-0.638486028,-0.461425781,-0.363769531,0.895996094
73,817620461,0.620663,-0.144948,-0.745634,-0.194421,9.688546181,1.018258214,-1.565371871,1.389354587,-2.415294409,-0.670273304,-0.459472656,-0.362304688,0.896972656
74,817628794,0.620514,-0.144872,-0.74578,-0.194395,9.701776505,0.994114459,-1.542865992,1.194455862,-3.275984049,-0.963607669,-0.458496094,-0.361328125,0.896972656
75,817637127,0.620335,-0.14481,-0.745944,-0.19438,9.671305656,0.951975644,-1.568544388,0.966079235,-3.740216017,-1.015348315,-0.462890625,-0.360839844,0.896484375
76,817645460,0.620143,-0.14474,-0.746126,-0.19435,9.680701256,0.935159087,-1.604455829,0.995843112,-3.885679722,-1.252151847,-0.458496094,-0.362304688,0.896972656
77,817653793,0.619953,-0.144661,-0.746302,-0.194339,9.698242188,0.940040767,-1.592758656,0.814442992,-3.757761717,-1.463059425,-0.459472656,-0.36328125,0.897949219
78,817662126,0.619758,-0.144581,-0.746468,-0.194382,9.718699455,0.939235151,-1.579283357,0.48947522,-3.762346506,-1.757725596,-0.45703125,-0.360839844,0.8984375
79,817670459,0.61955,-0.144492,-0.746651,-0.194407,9.72720623,0.918326139,-1.573553085,0.626998067,-3.885577202,-1.949448228,-0.459472656,-0.36328125,0.897949219
80,817678792,0.61934,-0.144377,-0.746833,-0.194465,9.741532326,0.899173081,-1.583150983,0.646823525,-3.938803673,-2.31032753,-0.458984375,-0.362304688,0.8984375
81,817687125,0.619115,-0.144257,-0.747033,-0.194502,9.719567299,0.916379333,-1.599041224,0.893719137,-4.102247715,-2.467547417,-0.458984375,-0.361328125,0.8984375
82,817695458,0.618873,-0.144123,-0.747246,-0.194552,9.712845802,0.920521796,-1.599008799,0.901300967,-4.488433361,-2.581812382,-0.456054688,-0.363769531,0.900390625
83,817703791,0.618615,-0.143978,-0.747474,-0.194602,9.715364456,0.963351071,-1.64932704,1.025043368,-4.747547626,-2.777377129,-0.458984375,-0.36328125,0.900390625
84,817712124,0.618357,-0.143837,-0.747703,-0.194646,9.705385208,1.024457693,-1.634790301,0.987800241,-4.626494408,-2.87614584,-0.458007813,-0.363769531,0.899902344
85,817720457,0.618096,-0.143696,-0.747932,-0.194703,9.661644936,1.070348859,-1.647372603,0.901557148,-4.782126904,-2.813800812,-0.457519531,-0.364746094,0.900390625
86,817728790,0.617822,-0.143568,-0.748174,-0.194738,9.643442154,1.120328665,-1.693528175,0.963825285,-4.954100609,-2.732296228,-0.45703125,-0.366210938,0.901367188
87,817737123,0.617556,-0.143443,-0.748415,-0.194744,9.642041206,1.160209179,-1.704844713,1.019664288,-4.946595669,-2.416472435,-0.455566406,-0.364257813,0.900390625
88,817745456,0.6173,-0.143326,-0.748648,-0.194749,9.646028519,1.181339622,-1.719718456,1.261027217,-4.934787273,-2.098548651,-0.456054688,-0.365234375,0.899902344
89,817753789,0.617046,-0.143239,-0.748886,-0.194703,9.675323486,1.19084847,-1.703921199,1.465787411,-4.971210957,-1.57015264,-0.458007813,-0.366699219,0.905517578
90,817762122,0.616793,-0.143159,-0.749119,-0.194666,9.688383102,1.163830757,-1.727935076,1.390430212,-5.088012218,-1.369337082,-0.454589844,-0.366210938,0.903808594
91,817770455,0.616531,-0.143101,-0.749362,-0.194602,9.666082382,1.172311187,-1.712695241,1.339355469,-5.232014656,-1.132584691,-0.456054688,-0.364746094,0.904785156
92,817778788,0.616254,-0.14306,-0.749612,-0.194549,9.698148727,1.135118961,-1.721455216,1.204112291,-5.618636131,-0.911764324,-0.454589844,-0.365722656,0.905517578
93,817787121,0.615979,-0.143012,-0.749861,-0.194494,9.69151783,1.127722025,-1.733378053,1.303393126,-5.572325706,-0.967142284,-0.453613281,-0.366210938,0.906005859
94,817795454,0.615695,-0.142976,-0.750121,-0.194419,9.696811676,1.100907445,-1.752620816,1.265740275,-5.681237221,-0.914120853,-0.453613281,-0.364257813,0.905029297
95,817803787,0.615411,-0.142925,-0.750384,-0.194341,9.710648537,1.097202182,-1.777183175,1.571061969,-5.810281277,-0.84521848,-0.453613281,-0.365234375,0.904296875
96,817812120,0.615124,-0.142889,-0.75065,-0.194248,9.712738037,1.105950594,-1.770517588,1.458871603,-5.806465626,-0.766557217,-0.452636719,-0.367431641,0.910400391
97,817820453,0.614844,-0.14284,-0.750917,-0.194141,9.683281898,1.116700411,-1.787079573,1.639964223,-5.751548767,-0.725139022,-0.455566406,-0.365722656,0.906982422
98,817828786,0.614567,-0.142787,-0.751176,-0.194053,9.697943687,1.137741446,-1.806036592,1.698518395,-5.722117901,-0.765839994,-0.455566406,-0.366455078,0.908935547
99,817837119,0.61428,-0.142739,-0.751447,-0.193949,9.690257072,1.133156896,-1.81565392,1.515479088,-5.856541157,-0.766531587,-0.452148438,-0.366455078,0.909423828
100,817845452,0.613993,-0.142712,-0.7517,-0.193895,9.715830803,1.132308125,-1.811332464,1.081958055,-5.786845207,-0.801571906,-0.452148438,-0.365478516,0.910400391
101,817853785,0.613712,-0.14268,-0.75195,-0.193836,9.714294434,1.124205947,-1.83006835,1.05572927,-5.557469845,-0.938223839,-0.451660156,-0.367431641,0.909912109
102,817862118,0.613455,-0.142639,-0.752173,-0.193815,9.698122978,1.157934189,-1.830123305,0.838315427,-5.118005753,-1.082098842,-0.450195313,-0.365478516,0.911865234
103,817870451,0.613207,-0.142611,-0.752383,-0.19381,9.682188034,1.132738948,-1.851617336,0.564627409,-4.915935516,-1.039476871,-0.450195313,-0.368896484,0.912841797
104,817878784,0.612973,-0.142591,-0.752579,-0.193801,9.648640633,1.135984302,-1.853788733,0.386941433,-4.549395561,-1.000696898,-0.450683594,-0.366943359,0.911376953
105,817887117,0.612745,-0.142564,-0.752763,-0.193826,9.592111588,1.110483527,-1.848234773,0.211176574,-4.434157372,-1.179228187,-0.449707031,-0.366943359,0.912841797
106,817895450,0.612484,-0.142546,-0.752978,-0.193829,9.520503998,1.154740691,-1.779824615,0.203261763,-4.963398457,-1.207250118,-0.44921875,-0.368896484,0.915283203
107,817903783,0.612209,-0.142531,-0.75321,-0.193811,9.549282074,1.156113505,-1.799876094,0.36872974,-5.301020145,-1.067242742,-0.450195313,-0.367919922,0.916259766
108,817912116,0.611943,-0.142538,-0.753419,-0.19383,9.575313568,1.113686085,-1.772191286,-0.025358092,-5.142288208,-0.924673796,-0.450195313,-0.368408203,0.913818359
109,817920449,0.611683,-0.142548,-0.753624,-0.193849,9.553865433,1.077094555,-1.853901505,-0.214339927,-4.885660172,-1.039733171,-0.44921875,-0.368408203,0.916259766
110,817928782,0.611427,-0.142546,-0.753822,-0.193889,9.590744972,1.108272552,-1.864882946,-0.185011625,-4.886888981,-1.140320182,-0.447753906,-0.366943359,0.916748047
111,817937115,0.611169,-0.14257,-0.754021,-0.19391,9.585473061,1.101719499,-1.886183619,-0.237367108,-4.849594593,-0.91322428,-0.44921875,-0.367919922,0.917236328
112,817945448,0.610913,-0.142559,-0.754224,-0.193934,9.613762856,1.096103668,-1.908521891,0.072219327,-4.924822807,-1.108993888,-0.446777344,-0.368408203,0.919433594
113,817953781,0.610633,-0.142543,-0.754448,-0.193954,9.73363018,1.097124577,-1.824017882,0.169707105,-5.352453232,-1.234093904,-0.446289063,-0.369384766,0.917236328
114,817962114,0.610297,-0.142556,-0.754716,-0.193963,9.78883934,1.084197402,-1.726022243,-0.112318434,-6.239499092,-1.246055603,-0.446777344,-0.370361328,0.918212891
115,817970447,0.610037,-0.142534,-0.754937,-0.193934,9.932168007,1.127112865,-2.043861628,0.772179604,-5.20350647,-0.821371675,-0.4453125,-0.369384766,0.918212891
116,817978780,0.609879,-0.142467,-0.755099,-0.193849,9.885212898,1.128594041,-2.1550138,1.620625377,-3.513401985,-0.573912501,-0.444824219,-0.369384766,0.918457031
117,817987113,0.609779,-0.142381,-0.755221,-0.193756,9.809599876,1.117126346,-2.056919575,1.931428552,-2.598845959,-0.398839265,-0.444824219,-0.368896484,0.919921875
118,817995446,0.609698,-0.142296,-0.755328,-0.193655,9.735439301,1.183760524,-1.91265285,2.090851784,-2.35525465,-0.179171577,-0.444824219,-0.367431641,0.920410156
119,818003779,0.609603,-0.142214,-0.755454,-0.193521,9.628566742,1.288026929,-1.980258346,2.352450132,-2.6194911,-0.057068527,-0.447753906,-0.368896484,0.920410156
120,818012112,0.60948,-0.14216,-0.755592,-0.193411,9.615020752,1.299936652,-1.961616635,1.912115335,-3.163742304,0.044069286,-0.4453125,-0.368896484,0.920898438
121,818020445,0.609329,-0.142164,-0.755734,-0.193328,9.62374115,1.309903026,-1.892819643,0.968640685,-3.423470259,0.196320295,-0.444335938,-0.370361328,0.921386719
122,818028778,0.609178,-0.142174,-0.755869,-0.193271,9.616173744,1.278102517,-1.926346302,0.765417397,-3.479002476,0.198190153,-0.443847656,-0.368896484,0.922363281
123,818037111,0.609012,-0.142173,-0.756014,-0.193228,9.626832008,1.171162248,-1.960160613,0.705095828,-3.671236992,-0.090725616,-0.4453125,-0.367919922,0.922851563
124,818045444,0.608825,-0.142196,-0.75616,-0.193228,9.60741806,1.066458464,-1.961898923,-0.121257775,-3.725846529,-0.419407487,-0.444335938,-0.368408203,0.920898438
125,818053777,0.608624,-0.142214,-0.756308,-0.193267,9.56140995,1.002619505,-1.98249042,-0.363696545,-3.937855482,-0.67667681,-0.4453125,-0.369384766,0.922363281
126,818062110,0.608415,-0.142225,-0.75646,-0.193322,9.558390617,0.9838624,-1.962695837,-0.688971639,-3.871438026,-1.053513527,-0.442871094,-0.367919922,0.923828125
127,818070443,0.608212,-0.142223,-0.75661,-0.193375,9.517190933,1.018621802,-1.940501332,-0.572631836,-3.745210886,-1.159402609,-0.4453125,-0.369384766,0.925292969
128,818078776,0.608019,-0.142207,-0.75675,-0.193446,9.498041153,1.046508551,-1.987131715,-0.41756326,-3.645468712,-1.266290784,-0.444335938,-0.369384766,0.923339844
129,818087109,0.607828,-0.142169,-0.756904,-0.193472,9.500106812,1.058517098,-1.960645914,0.092249669,-3.612119198,-1.284400105,-0.444335938,-0.368896484,0.924316406
130,818095442,0.607658,-0.142118,-0.75704,-0.193512,9.511562347,1.075808287,-1.952634454,0.233230442,-3.341402531,-1.302816987,-0.442871094,-0.370361328,0.924316406
131,818103775,0.60748,-0.142052,-0.757193,-0.19352,9.51144886,1.118851542,-1.940263271,0.554381669,-3.432691574,-1.395002484,-0.444824219,-0.369384766,0.92578125
132,818112108,0.60731,-0.141956,-0.757349,-0.193513,9.533658981,1.123040795,-1.915131092,1.142817378,-3.47129178,-1.411036849,-0.442871094,-0.372314453,0.92578125
133,818120441,0.607135,-0.141835,-0.757522,-0.193475,9.617153168,1.129921675,-1.940992713,1.728153944,-3.664833307,-1.461522698,-0.443359375,-0.369873047,0.926269531
134,818128774,0.606956,-0.141712,-0.757707,-0.1934,9.683841705,1.143038034,-1.977000237,1.997103572,-3.70650816,-1.372180343,-0.444335938,-0.369873047,0.928222656
135,818137107,0.606794,-0.141594,-0.757876,-0.193336,9.725741386,1.16068244,-2.005106688,1.982682705,-3.563196421,-1.168521523,-0.44140625,-0.371337891,0.926269531
136,818145440,0.60664,-0.141471,-0.758042,-0.193256,9.758195877,1.170051694,-2.02837801,1.999946594,-3.318323851,-1.205482721,-0.441894531,-0.368896484,0.927246094
137,818153773,0.606507,-0.14136,-0.758185,-0.193196,9.770410538,1.183859944,-1.996981978,1.771826386,-2.936467171,-1.117600441,-0.444335938,-0.369873047,0.928222656
138,818162106,0.606365,-0.141274,-0.758324,-0.193157,9.759818077,1.19582963,-1.998930693,1.403391242,-3.129573107,-0.924801946,-0.442382813,-0.370849609,0.928222656
139,818170439,0.606245,-0.141205,-0.758448,-0.193099,9.751041412,1.222164035,-1.990642309,1.333694935,-2.762572289,-0.604752123,-0.442871094,-0.370849609,0.930664063
140,818178772,0.606134,-0.141131,-0.758565,-0.19304,9.733163834,1.213300824,-2.038280487,1.521524072,-2.686625957,-0.529625535,-0.440917969,-0.370849609,0.9296875
141,818187105,0.606045,-0.141056,-0.758673,-0.192951,9.704556465,1.210489392,-2.023987532,1.749003887,-2.338989258,-0.309957862,-0.440917969,-0.371337891,0.930175781
142,818195438,0.605963,-0.140988,-0.758768,-0.192887,9.688264847,1.209876895,-2.021407366,1.523265839,-2.237301111,-0.282268852,-0.44140625,-0.371826172,0.928222656
143,818203771,0.605891,-0.140929,-0.75885,-0.192831,9.645208359,1.211355448,-1.980309963,1.3524189,-2.035511971,-0.22394529,-0.442382813,-0.369873047,0.927734375
144,818212104,0.605818,-0.140889,-0.758927,-0.192789,9.620596886,1.220242262,-1.968594074,0.953297734,-1.885489345,-0.247817695,-0.440917969,-0.371826172,0.929199219
145,818220437,0.605751,-0.14084,-0.758998,-0.192755,9.621202469,1.243483782,-1.98354578,0.853863299,-1.723146439,-0.404832989,-0.442382813,-0.369873047,0.931152344
146,818228770,0.605693,-0.14079,-0.759053,-0.192757,9.606791496,1.22156477,-1.993070364,0.630609691,-1.567796111,-0.518688262,-0.439453125,-0.371337891,0.931640625
147,818237103,0.605649,-0.140736,-0.759099,-0.19275,9.587198257,1.239165664,-2.003017664,0.606532335,-1.208121181,-0.572093964,-0.439941406,-0.370361328,0.931152344
148,818245436,0.605636,-0.140679,-0.759116,-0.192768,9.584645271,1.231404781,-2.055076122,0.499029368,-0.73487252,-0.524605155,-0.441894531,-0.372314453,0.930175781
149,818253769,0.605652,-0.140635,-0.75911,-0.192773,9.610567093,1.195583224,-2.074289083,0.405819118,-0.154069632,-0.308830857,-0.439941406,-0.370849609,0.9296875
150,818262102,0.605711,-0.140607,-0.759061,-0.1928,9.655344963,1.190633416,-2.073974133,0.141147241,0.514756441,0.02101648,-0.440429688,-0.370361328,0.929199219
151,818270435,0.605817,-0.140598,-0.758964,-0.192858,9.671150208,1.175626755,-2.094109058,-0.395893604,1.410973072,0.175956994,-0.441894531,-0.372314453,0.931152344
152,818278768,0.605955,-0.14062,-0.758824,-0.192959,9.693246841,1.161851645,-2.05414319,-1.290368319,2.233292341,0.175214171,-0.440917969,-0.371826172,0.930664063
153,818287101,0.606103,-0.140673,-0.758657,-0.193112,9.677996635,1.146303415,-2.025452852,-2.001291275,2.44868207,0.278567612,-0.442382813,-0.373291016,0.928222656
154,818295434,0.606264,-0.140698,-0.758497,-0.193215,9.664088249,1.168817759,-2.046555519,-1.337088585,2.632182598,0.306384653,-0.441894531,-0.370361328,0.9296875
155,818303767,0.606425,-0.140688,-0.758353,-0.193282,9.651176453,1.148734808,-2.080828428,-0.590356886,2.529213905,0.20887129,-0.44140625,-0.373779297,0.927246094
156,818312100,0.606602,-0.14064,-0.758207,-0.193335,9.648456573,1.150232911,-2.093737125,-0.005968117,2.654646635,0.09314616,-0.44140625,-0.371337891,0.929199219
157,818320433,0.60676,-0.140584,-0.75808,-0.193379,9.622024536,1.130811214,-2.054776192,0.04222507,2.437489271,-0.133962467,-0.444824219,-0.372802734,0.927734375
